filename,session_date_iso,fecha,tipo,sesion,reunion,source_url,format,provisional,file_size_bytes,file_sha256,json_sha256,downloaded_at_utc
1998-07-22_r30_ORDINARIA_CONTINUACION.pdf,1998-07-22,22-07-1998,ORDINARIA CONTINUACIÓN,16,30,https://www.senado.gov.ar/parlamentario/sesiones/22-07-1998/30/downloadTac,pdf,false,215856,9cfc9ff3ae183c557e954af88fe48d80a178444fc4a031c91b49ce5c8603e83d,8d80450ddd29aff9ed950106f01e6b581d749887fcd8b842986753d9b5222d6d,2026-09-18T21:16:44+00:00
1998-07-23_r01_REUNION_CONJ_AMBAS_CAMARAS.pdf,1998-07-23,23-07-1998,REUNIÓN CONJ.AMBAS CÁMARAS,00,01,https://www.senado.gov.ar/parlamentario/sesiones/23-07-1998/01/downloadTac,pdf,false,105253,82f847c82d3b2a139247f240c1b2d7c52883e44646d1da924a93e61fa36a9458,0550e8d5ad9f999230aa822894c7c5bb4e0dd45fee6c988652e93bb02101b26c,2026-09-18T21:16:42+00:00
1998-08-05_r31_ORDINARIA.html,1998-08-05,05-08-1998,ORDINARIA,17,31,https://www.senado.gov.ar/parlamentario/sesiones/05-08-1998/31/downloadTac,html,false,222980,cd8b79504be3d87068a8970a9a432056945ae9685df3cfa37ddd26909ac4e039,5323a7d92dec7c0dc6e969edf39bbc062f1e0e57f3bd14b1d496e45e6efadcbf,2026-09-18T21:16:39+00:00
1998-08-12_r34_ORDINARIA.html,1998-08-12,12-08-1998,ORDINARIA,18,34,https://www.senado.gov.ar/parlamentario/sesiones/12-08-1998/34/downloadTac,html,false,369126,86bd42ca05a4be01288f31a8f906c6a83dedaeab99cae5b5bcb9427851e03501,26ed533b50b161ed859f768bd6e0b7303d59dc3551d94258bafd9eb6e7a4b29b,2026-09-18T21:16:37+00:00
1998-08-19_r36_ORDINARIA.html,1998-08-19,19-08-1998,ORDINARIA,19,36,https://www.senado.gov.ar/parlamentario/sesiones/19-08-1998/36/downloadTac,html,false,265709,d96d52e53d0bbfa2412d815f4737b40b97a4cfb9c6301f91a1fbbea5ec24e426,a3e2dfa55f77f3d7f34b04217ed042d3d228cf47199d512ad346b866e485293c,2026-09-18T21:16:32+00:00
1998-08-26_r39_ORDINARIA.html,1998-08-26,26-08-1998,ORDINARIA,20,39,https://www.senado.gov.ar/parlamentario/sesiones/26-08-1998/39/downloadTac,html,false,409116,27a88aad1d1b492c0c1236ed181b1ada79bef001faa104367c2fd447839459c9,9208a82e604325c15db4c7a6ebcb7288266a610a699ca4e3cf303a470d72731d,2026-09-18T21:16:24+00:00
1998-09-02_r42_ORDINARIA.html,1998-09-02,02-09-1998,ORDINARIA,21,42,https://www.senado.gov.ar/parlamentario/sesiones/02-09-1998/42/downloadTac,html,false,316891,16d99759fc6d69141ff6dbc20ea9380c3b23ba962b908456e78aeae351e89186,54ca5f4d7b9b109c622e32884f102a515d1dda57337f4f6cb9800a1ca4607896,2026-09-18T21:16:17+00:00
1998-09-09_r44_ORDINARIA.html,1998-09-09,09-09-1998,ORDINARIA,22,44,https://www.senado.gov.ar/parlamentario/sesiones/09-09-1998/44/downloadTac,html,false,279509,513249541a5376af1ac39e9f1fbd20781e0bfb93aaccfed7be7b8df12877aff3,fcf476c27c89eafda94d5a3071f45f68abc92903a22a6f485b29172897faa9cd,2026-09-18T21:16:13+00:00
1998-09-16_r47_ORDINARIA.html,1998-09-16,16-09-1998,ORDINARIA,23,47,https://www.senado.gov.ar/parlamentario/sesiones/16-09-1998/47/downloadTac,html,false,180664,835a1661b10781d5f76adc36bf026fe915b89a88bab184dc6753d7511d2c96eb,6d6dc6f725cf361b6a0b6f52d2af72fcb83d5b80250a56defb46e130c144d650,2026-09-18T21:16:06+00:00
1998-09-23_r48_ORDINARIA.html,1998-09-23,23-09-1998,ORDINARIA,24,48,https://www.senado.gov.ar/parlamentario/sesiones/23-09-1998/48/downloadTac,html,false,473568,8e38fd9a77644d17bc7e16212bf826205e5f44f028a9ac8614ad80dcd41f6b7b,ee8cc5de9462e5eb9145754d9b64339506744c60d9e9657f4fd8812ed368b065,2026-09-18T21:16:04+00:00
1998-09-30_r50_EN_MINORIA.pdf,1998-09-30,30-09-1998,EN MINORÍA,00,50,https://www.senado.gov.ar/parlamentario/sesiones/30-09-1998/50/downloadTac,pdf,false,175913,b8f6df8476c44c64f969b1d6b40d71b142a4bdb0ea6e3c36733237396185d5c1,00328eddcf60dc9116e1d4ed53d3f3b751f59b08af06542a214aa4984b050cc0,2026-09-18T21:15:59+00:00
1998-10-07_r51_ORDINARIA.html,1998-10-07,07-10-1998,ORDINARIA,25,51,https://www.senado.gov.ar/parlamentario/sesiones/07-10-1998/51/downloadTac,html,false,323323,e4a6782d891d0a804ac7a884780bc0b7dad651da88416ea0ba7a9ccb9f31c930,42fe9dc9ba1bc4c3eb112b7951a9a2b5111059cdfd629ab70b859026c38dca87,2026-09-18T21:15:57+00:00
1998-10-14_r52_ORDINARIA.html,1998-10-14,14-10-1998,ORDINARIA,26,52,https://www.senado.gov.ar/parlamentario/sesiones/14-10-1998/52/downloadTac,html,false,222994,d068bc1bc97db201b05f24a10c6fb6b70688f5df990faffa98067374c874a960,529829873146834b6cae48f11796185c4a477c88f0001db49b4b069e896885a5,2026-09-18T21:15:55+00:00
1998-10-21_r53_ORDINARIA.html,1998-10-21,21-10-1998,ORDINARIA,27,53,https://www.senado.gov.ar/parlamentario/sesiones/21-10-1998/53/downloadTac,html,false,339288,578403a95f8019cdd369486b6922e5891844d2d6d092a448b19d76da5ee4a5c4,0984328ef3fdf940664698f981ac0b3a9ac1d92ff6cf567d7ddb5eb87795446b,2026-09-18T21:15:52+00:00
1998-10-28_r54_ORDINARIA.html,1998-10-28,28-10-1998,ORDINARIA,28,54,https://www.senado.gov.ar/parlamentario/sesiones/28-10-1998/54/downloadTac,html,false,414465,e7a2e30e92d61a6c6431e2fed8e49e0a54d02b2fede84a04bda95a29bf784e7f,7dc31d43c02bbc006443449a8fc365488b66e2ec744a29254fa989debf0dfdf0,2026-09-18T21:15:48+00:00
1998-11-04_r56_ORDINARIA.html,1998-11-04,04-11-1998,ORDINARIA,29,56,https://www.senado.gov.ar/parlamentario/sesiones/04-11-1998/56/downloadTac,html,false,585244,362a92adc52999e092ec1405c67d098de6046c564b500ec10f86aba5c4904a51,5ff4fea78b900943609e994cf78f4b37d2a0ec20536c28ad0c1c96f27b308d94,2026-09-18T21:15:45+00:00
1998-11-11_r57_ORDINARIA.html,1998-11-11,11-11-1998,ORDINARIA,30,57,https://www.senado.gov.ar/parlamentario/sesiones/11-11-1998/57/downloadTac,html,false,364361,d7f8b0f8ce8b2f8e438b34fda3837055aac1e0c736020ca4a376ebe877d18724,84d38eab3cceff164e6e24abe4a2e012c2abc7fe88edc0408779c52a290b6d2b,2026-09-18T21:15:43+00:00
1998-11-18_r58_ORDINARIA.html,1998-11-18,18-11-1998,ORDINARIA,31,58,https://www.senado.gov.ar/parlamentario/sesiones/18-11-1998/58/downloadTac,html,false,273863,4f67b50cd01974b40aa31a17564f6fb71eae628daa888bb15aa5c60c9a66fb56,db7f586f81d8f133963978889ae9682dfe3e7f211c4b2282d0b5f84f4b609ba0,2026-09-18T21:15:39+00:00
1998-11-25_r62_ESPECIAL.html,1998-11-25,25-11-1998,ESPECIAL,00,62,https://www.senado.gov.ar/parlamentario/sesiones/25-11-1998/62/downloadTac,html,false,89057,c8e1f7e78ec53efef51921484a77f19b7da4ae35c3ab4fa0bf8f0c95b3953839,c69ea847d380852c63428e43ed6a7e26b0b67793963980e815d62acd0f5615c5,2026-09-18T21:15:30+00:00
1998-11-25_r63_ESPECIAL.html,1998-11-25,25-11-1998,ESPECIAL,00,63,https://www.senado.gov.ar/parlamentario/sesiones/25-11-1998/63/downloadTac,html,false,87250,5d5ca4790de6518543d43b23e5ef91691ee39ae0905520b0ce8d4e779af21baa,7a4c2e7ad8844802743653dc7f15492b968139188b5013d8b732bdbd5ed26057,2026-09-18T21:15:27+00:00
1998-11-25_r64_ORDINARIA.html,1998-11-25,25-11-1998,ORDINARIA,32,64,https://www.senado.gov.ar/parlamentario/sesiones/25-11-1998/64/downloadTac,html,false,347892,e19d17d2992e71955d670400a857c6db4bc43c08ef6e5aa3089e788139fdf461,3dbd056b2508b6b4f5b0015c3b8b7d4d9a0c6fed4668142d4fba1782d912cbc5,2026-09-18T21:15:32+00:00
1998-11-26_r65_ORDINARIA.html,1998-11-26,26-11-1998,ORDINARIA,32,65,https://www.senado.gov.ar/parlamentario/sesiones/26-11-1998/65/downloadTac,html,false,493303,6cbf7fbbb2fc7892c713a4c4073d103dc5a338fccb8cf633b613d3e55c0b0546,984db50c3ba71379c693d04d86502c69076cc20a317c0577311563873363010a,2026-09-18T21:15:25+00:00
1998-12-02_r66_ORDINARIA.html,1998-12-02,02-12-1998,ORDINARIA,33,66,https://www.senado.gov.ar/parlamentario/sesiones/02-12-1998/66/downloadTac,html,false,87253,a73347d16f962c3287169ff37e86c6ac9a14ada118418931461e3a31572e8371,e6779f0406d7b36fda4b66935e74a7fe56351a9be7564b93b34547ba70b38b1e,2026-09-18T21:15:23+00:00
1998-12-03_r67_EN_MINORIA.pdf,1998-12-03,03-12-1998,EN MINORÍA,00,67,https://www.senado.gov.ar/parlamentario/sesiones/03-12-1998/67/downloadTac,pdf,false,103954,9c547a287a6d7a0abb2f482f17532cb2980ed44db6b262b563aa371e26a6adaf,25f7c648e7cda9e54b28622fed0b69b1fda7fbfb5464696ce589adfce6a1f29e,2026-09-18T21:15:21+00:00
1998-12-07_r68_ESPECIAL.html,1998-12-07,07-12-1998,ESPECIAL,00,68,https://www.senado.gov.ar/parlamentario/sesiones/07-12-1998/68/downloadTac,html,false,553904,e4f03fc376d1fd2517d8cb26c945480ea73075a8a8a1d98d6569527a983b4b14,317e7b8e9ec73a382fac48e7c287e166f66632c7910c7e64a4ddee9f4c53188a,2026-09-18T21:15:19+00:00
1998-12-08_r69_EN_MINORIA.pdf,1998-12-08,08-12-1998,EN MINORÍA,00,69,https://www.senado.gov.ar/parlamentario/sesiones/08-12-1998/69/downloadTac,pdf,false,105808,eb0e733fcef2e763e3480732e1219ed790f354b900129ac5ea55ac30f3fe34e4,a48d075a81428aa4cbe12b2e69b63f885514bae3782a54a16362453539048705,2026-09-18T21:15:14+00:00
1998-12-08_r70_EN_MINORIA.pdf,1998-12-08,08-12-1998,EN MINORÍA,00,70,https://www.senado.gov.ar/parlamentario/sesiones/08-12-1998/70/downloadTac,pdf,false,127208,315fa16b43f8ff32ce5623a924094d111cb2ac1c3488a3971ae8196b12809fee,bbfd3b65f0aec5819ba4e71832f8a4b3c4114708b5c9cdd4d201accb912c7495,2026-09-18T21:15:16+00:00
1998-12-09_r71_ORDINARIA.html,1998-12-09,09-12-1998,ORDINARIA,35,71,https://www.senado.gov.ar/parlamentario/sesiones/09-12-1998/71/downloadTac,html,false,584173,b707afc77b894e29a423db8e5c6fe27dc0a817a9815ecbf333af8e0dc30a0fb8,38dc1801b2e2ec239f4a6dc7ba29bc810369498797778e34786cfc96e4c1333d,2026-09-18T21:15:10+00:00
1998-12-16_r73_EXTRAORDINARIA.html,1998-12-16,16-12-1998,EXTRAORDINARIA,01,73,https://www.senado.gov.ar/parlamentario/sesiones/16-12-1998/73/downloadTac,html,false,154667,254f6fe8511c07edd36460fb0c0aaa6520e6bfcce01de6467ff52fc8c3929904,0f3b4aabd6e63fd5ca90ad8be73dbe85284fbb60c5463c489823dcc5ae9418c9,2026-09-18T21:15:07+00:00
1999-02-24_r01_PREPARATORIA.html,1999-02-24,24-02-1999,PREPARATORIA,00,01,https://www.senado.gov.ar/parlamentario/sesiones/24-02-1999/01/downloadTac,html,false,45594,a70a1e6eceb765ee6eb64214807ec95e50cc4ec6ee46b1ea0c8348dc9ddfd956,24f84eeebdcae4aabef866f6de46bdb62e4ff157666055b11f7adc2d58fe50e7,2026-09-18T21:15:04+00:00
1999-03-01_r00_ASAMBLEA.html,1999-03-01,01-03-1999,ASAMBLEA,00,00,https://www.senado.gov.ar/parlamentario/sesiones/01-03-1999/00/downloadTac,html,unstated,85247,5a04d2e3c1ca7ae51711e37dde74d88ab5d010dc1562ea4b64045210ac4587f8,f369b7116e0e73f35378a75b817fa8fe87214e6356b597923e1381d5e8d99002,2026-09-18T21:15:02+00:00
1999-03-03_r02_ORDINARIA.html,1999-03-03,03-03-1999,ORDINARIA,01,02,https://www.senado.gov.ar/parlamentario/sesiones/03-03-1999/02/downloadTac,html,false,122620,847fb517aa18fb4bb5084563457955c2479ffe26e4c29d760ee0ba93cc93e812,b90532e032dee3ef249a783bfc65571f3ad9d9de34256aa424e5ae1174247cac,2026-09-18T21:15:00+00:00
1999-03-10_r03_EN_MINORIA.pdf,1999-03-10,10-03-1999,EN MINORÍA,00,03,https://www.senado.gov.ar/parlamentario/sesiones/10-03-1999/03/downloadTac,pdf,false,247872,536c988afa76b85622752c6e4743192480c5f474e8adc2e69dd25794affec0f5,80706a5a4e3f5b9a934f9b37d92d18b2d5a6a63effef498220aa8be30836674d,2026-09-18T21:14:58+00:00
1999-03-24_r04_ORDINARIA.html,1999-03-24,24-03-1999,ORDINARIA,02,04,https://www.senado.gov.ar/parlamentario/sesiones/24-03-1999/04/downloadTac,html,false,170341,b9cd26dffe912f6b9bc961244acb1d6902808d20ca1fe868973d9974ce99241a,a3641da00802da34c0a4c30265cd9dda245eab52ab90eb1fb4cd40016f4f3524,2026-09-18T21:14:56+00:00
1999-04-07_r06_ORDINARIA.html,1999-04-07,07-04-1999,ORDINARIA,03,06,https://www.senado.gov.ar/parlamentario/sesiones/07-04-1999/06/downloadTac,html,false,121007,2b4ec1ee00b13937add77c77444a867c90ef8e5859d5abf22d66a7d86f004e5d,ddc7d680a6804834cb9fdb368dd857b327ba33dce01242cfb59f4bcf6a26a0ab,2026-09-18T21:14:51+00:00
1999-04-14_r08_ORDINARIA.html,1999-04-14,14-04-1999,ORDINARIA,04,08,https://www.senado.gov.ar/parlamentario/sesiones/14-04-1999/08/downloadTac,html,false,271945,5bd7c8bb45eb020aed61a5cd67630e38daf1528f7335508585891b5bd6603d87,0098973d450343b67be9b25977a9efdde2ee0e474cf773aee1fead49728a9a06,2026-09-18T21:14:49+00:00
1999-04-21_r10_ORDINARIA.html,1999-04-21,21-04-1999,ORDINARIA,05,10,https://www.senado.gov.ar/parlamentario/sesiones/21-04-1999/10/downloadTac,html,false,320892,fdb3b7152aefcd32e5e76964525fc650e13ee6c73f3a5bc7073b8115ea1082f8,88096b14712782a5a0bc5d0162665fa2248c43b12a58fcc133f9ef4357cf19b9,2026-09-18T21:14:44+00:00
1999-04-28_r14_ORDINARIA.html,1999-04-28,28-04-1999,ORDINARIA,06,14,https://www.senado.gov.ar/parlamentario/sesiones/28-04-1999/14/downloadTac,html,false,204034,277ea8a7558eeabfe560fdcbd8d7b8dc01b6aa9c3c54dc6b08f39c0ad38c20fc,516831456218ee4821c968d65f677d89dbf68381d2a5cf9519441dac13646dee,2026-09-18T21:14:35+00:00
1999-05-05_r15_ORDINARIA.pdf,1999-05-05,05-05-1999,ORDINARIA,07,15,https://www.senado.gov.ar/parlamentario/sesiones/05-05-1999/15/downloadTac,pdf,false,440620,e54e1f001dc1866fa5d21fbfd9221fabb2dbdf118a4ab3cfe78387b603392237,f92f8ae2df93a1bd7fb125ed41e45b2007db04719f9e2d1047b20ee693a9069d,2026-09-18T21:14:29+00:00
1999-05-12_r18_ESPECIAL.html,1999-05-12,12-05-1999,ESPECIAL,00,18,https://www.senado.gov.ar/parlamentario/sesiones/12-05-1999/18/downloadTac,html,false,246442,23f604141f4be1abeb2077ad2633a46b39d671123e69b1df2168308344ecaf63,ad162f46f7e5d9da41ca3e35f7cfe940b82267551c5c18b9c8447373df545326,2026-09-18T21:14:26+00:00
1999-05-12_r19_ORDINARIA.html,1999-05-12,12-05-1999,ORDINARIA,08,19,https://www.senado.gov.ar/parlamentario/sesiones/12-05-1999/19/downloadTac,html,false,60395,685eb986e0f492aa94391cfb9914fa907a2fcfb2b96ac84c771b1b6b972ea401,a5bcddc53e7019406c5e0d7b6e4206d67fa346c0c04985d8f500ddd1850d7f5e,2026-09-18T21:14:24+00:00
1999-05-19_r20_EN_MINORIA.pdf,1999-05-19,19-05-1999,EN MINORÍA,00,20,https://www.senado.gov.ar/parlamentario/sesiones/19-05-1999/20/downloadTac,pdf,false,74145,8a84977a09abbdfbcd10c263320d1a0895162287962a9f679cddfe758e8a536c,e8349591e8535a57b0f295d5d73693360b988f3f6777d5cdfdd82ab9f3f05cf1,2026-09-18T21:14:22+00:00
1999-06-02_r21_ESPECIAL.html,1999-06-02,02-06-1999,ESPECIAL,00,21,https://www.senado.gov.ar/parlamentario/sesiones/02-06-1999/21/downloadTac,html,false,605639,4e2e8b9300a389066b5c3c0f2d54d482afbbdab9870464f04203604a28bcdaa0,a83e5772c19def71c8d02a301264fdde6d5fdac01f765e8f12e6cd4ae22305fa,2026-09-18T21:14:20+00:00
1999-06-09_r22_ORDINARIA.html,1999-06-09,09-06-1999,ORDINARIA,09,22,https://www.senado.gov.ar/parlamentario/sesiones/09-06-1999/22/downloadTac,html,false,88517,494f12e012cec9d05acc809fc1527368d2c9162101dcf7e65187a9d7f7382c17,5e1ad1fa7f19897830f1c20ca83c3dedb9e795d9623807b3c0b46454151c9822,2026-09-18T21:14:17+00:00
1999-06-16_r24_ESPECIAL.html,1999-06-16,16-06-1999,ESPECIAL,00,24,https://www.senado.gov.ar/parlamentario/sesiones/16-06-1999/24/downloadTac,html,false,200220,a9c2ef7fcfd7bd0fb7016de8f682b66cb5b217ed92bd93fb4b16c013b6417601,9cc4ce6251c419d16da15ea431301559d8e6248ad05ce24207bb1d2decb9d1b0,2026-09-18T21:14:11+00:00
1999-06-16_r25_ORDINARIA.html,1999-06-16,16-06-1999,ORDINARIA,10,25,https://www.senado.gov.ar/parlamentario/sesiones/16-06-1999/25/downloadTac,html,false,441097,7d0de1e17fad3c650f7e6f0bad5ddb2ae6ab8ed569370196ba0e4b6991291c9c,7b34962c90fc47c0482a1e8e10a82e5581bff14235640e6515060a558f395a50,2026-09-18T21:14:09+00:00
1999-06-23_r29_ORDINARIA.html,1999-06-23,23-06-1999,ORDINARIA,11,29,https://www.senado.gov.ar/parlamentario/sesiones/23-06-1999/29/downloadTac,html,false,379992,3fa606ca83a21a619ab7658a76b2a8ae51ce85d8d903ada91076f8489d0ec8ee,ef48f86837426b0159ed6a6c73826ee155dc7cc3c3ab49052f622d1e7f03647c,2026-09-18T21:14:02+00:00
