case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
11,2000-02-23_r01,2000-02-23_r01_PREPARATORIA.pdf,6,Sr. ALASINO,Sr. ALASINO.-,yes,yes,same-paragraph,none,high,"Simplemente quiero decir que la propuesta del señor senador Galván, que hemos acompañado, con",none,
12,2000-02-23_r01,2000-02-23_r01_PREPARATORIA.pdf,6,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,yes,same-paragraph,none,high,"Señor senador Mario Aníbal Losada: ¿Juráis a la Patria, por Dios y estos Santos","preceded by an italic stage direction ""-Puestos de pie los señores senadores y el público:"" printed as its own paragraph immediately before, not inside this paragraph.",
13,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,5,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,yes,same-paragraph,none,high,Corresponde que la Honorable Asamblea proceda a designar a los integrantes de las comisiones,none,
14,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,5,Sr. SECRETARIO (Pontaquarto),Sr. SECRETARIO (Pontaquarto).-,yes,yes,same-paragraph,none,high,"Comisión de Exterior: senador José M. García Arecha, senador José M. Sáez, senador Luis",none,
15,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,11,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,none,high,"Y hablando de justicia, el funcionamiento regular y eficiente de la Justicia es otro",Continuous presidential address from page 6 (de la Rúa) with no intervening bold label through page 11.,
16,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,12,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,(Aplausos en las bancas y en las galerías.),high,Esta es la alfabetización que nos reclama el siglo que se inicia. Debemos encararla,Same uninterrupted address as case 15; the quoted words follow the parenthetical applause note within the same paragraph on page 12.,
17,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Losada,Sr. Losada.-,yes,yes,same-paragraph,none,high,Señor presidente: sería importante saber si los integrantes del bloque justicialista van a concurrir,none,
18,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,high,Sin perjuicio de que si no hay sesión también anhele hacer algunas manifestaciones en,none,
19,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,5,Sr. Sergnese,Sr. Sergnese.-,yes,yes,same-paragraph,none,high,"Gracias, señor presidente. He pedido el uso de la palabra simplemente para hacer una",none,
20,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,6,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Queda levantada la reunión en minoría.,none,
21,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,6,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador León.,none,
22,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,31,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"this exact sentence is printed twice on the page (once closing item 58, once closing item 60 ""Programa Nacional de Vacunación""); both instances carry the identical label, so the label itself is not in doubt even though the location is duplicated.",
23,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,31,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"this exact sentence is printed twice on the page (once closing item 58, once closing item 60 ""Programa Nacional de Vacunación""); both instances carry the identical label, so the label itself is not in doubt even though the location is duplicated.",
24,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,37,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Educación en el proyecto de declaración,"this quoted lead-in is printed twice on the page (item 76 re: señor senador Gioja, and item 78 re: señor senador López); both instances carry the identical label.",
25,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,37,Sr. Presidente (Losada),Sr. Presidente (Losada). —,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Educación en el proyecto de resolución,"this is item 77 ""XIV Seminario Internacional de Sociología,"" re: señor senador Gioja.",
26,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,37,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar su pase","Found in item 77 (""Si no se hace uso de la palabra, se va a votar su pase al Archivo."").",
27,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,37,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Educación en el proyecto de declaración,"Phrase appears twice on this page (item 76, Orden del Día 564, and item 78, Orden del Día 566); both instances carry the same label, so the speaker is not in doubt even though the exact occurrence is unclear.",
28,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,13,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"Así se hará, señor senador. Se va a votar el pedido de inserción formulado","""Así se hará, señor senador."" opens the paragraph; ""Se va a votar el pedido de inserción formulado..."" is the unindented continuation of the same turn.",
29,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,19,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Asistencia Social y Salud Pública en,"Opens item 27, ""Venta de esteroides anabólicos bajo receta archivada"".",
30,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,21,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de las comisiones de Presupuesto y Hacienda y de Turismo,"Opens item 34, ""Eximición del IVA a servicios de transporte para turismo"".",
31,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,38,Sr. Villaverde,Sr. Villaverde.,yes,yes,same-paragraph,none,high,Señor presidente: la comisión aceptará la inclusión mencionada por el señor senador Ulloa.,none,
32,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","This exact two-sentence phrase (""En consideración en general."" + ""Si no se hace uso de la palabra, se va a votar."") recurs three times on this page (Orden del Día 982, 983, 984); every occurrence carries the same label, Sr. Presidente (Menem).",
33,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","Same phrase recurs three times on this page (Orden del Día 982, 983, 984); every occurrence carries the same label.",
34,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","Same phrase recurs three times on this page (Orden del Día 982, 983, 984); every occurrence carries the same label.",
35,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,16,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"""Queda aprobada la comunicación. Se procederá en consecuencia."" appears twice on this page (item 28 and item 29); both instances carry the same label.",
36,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,16,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,Same phrase appears twice on this page (item 28 and item 29); both instances carry the same label.,
37,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,26,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes. Tiene la,none,
38,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,14,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,"superscript footnote marker ""1"" after ""la designación"" (footnote reads ""Ver el Apéndice."" at bottom of page)",high,Queda aprobada la designación. Se procederá en consecuencia. La Presidencia interpreta que tendrá vigencia,none,
39,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,24,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobada la resolución. Se harán las comunicaciones correspondientes.,"Follows the item ""Fiscal general ante la Cámara Federal de Apelaciones de Tucumán"".",
40,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,61,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"Continúa la sesión. Si no se hace uso de la palabra, se va a",none,
41,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,3,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,"Encontrándose el señor jefe de Gabinete de Ministros contador Jorge Milton Capitanich entre nosotros,","Preceded (outside the paragraph) by the italic stage direction ""— Ingresa en el recinto el señor jefe de Gabinete de Ministros, contador Jorge Milton Capitanich.""",
42,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,11,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Si lo desea, sí. Pero acepto lo que usted quiera.",none,
43,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,18,Sr. Guinle,Sr. Guinle.,yes,yes,same-paragraph,none,high,"Dos repreguntas, señor jefe de Gabinete. Respecto del Fondo Fiduciario para Consumo Residencial de",none,
44,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,19,Sra. Ibarra,Sra. Ibarra.,yes,yes,same-paragraph,none,high,"Gracias, señor presidente; voy a ser muy breve. Hubieron respuestas enviadas por el señor",none,
45,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,23,Sra. Isidori,Sra. Isidori.,yes,yes,same-paragraph,none,high,"No, señor presidente.",none,
46,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,24,Sr. Losada,Sr. Losada.,yes,yes,same-paragraph,none,high,Le pido a los señores senadores que por favor...,"Immediately preceded by the italic stage direction ""— Murmullos en el recinto.""; that direction is its own line, not part of this paragraph.",
47,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,25,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Señor presidente: quiero señalar al señor senador por la provincia de Misiones, Mario Losada,",none,
48,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,26,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Señor presidente: de acuerdo con la respuesta formal a la pregunta 311, efectivamente no",none,
49,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,31,Sr. Morales,Sr. Morales.,yes,yes,same-paragraph,none,high,"Brevemente, quisiera aclarar que seguramente omitió algo en la respuesta, porque pregunté varias cosas.",none,
50,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,36,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Señor senador Ochoa.,"""Señor senador Ochoa."" is the President calling on the senator by name, immediately followed by a new paragraph ""Sr. Ochoa. — No haré uso de la palabra, señor presidente.""",
51,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,39,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Sapag.,"Exact match ""Tiene la palabra la señora senadora Sapag."" right after the label.",
52,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,43,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor jefe de Gabinete de Ministros.,"Exact match ""Tiene la palabra el señor jefe de Gabinete de Ministros."" right after the label.",
53,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,51,Sr. Yoma,Sr. Yoma.,yes,yes,same-paragraph,none,high,"Solicito una interrupción, señor presidente.","Exact match ""Solicito una interrupción, señor presidente."" right after the label.",
54,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,54,Sra. Isidori,Sra. Isidori.,yes,yes,same-paragraph,none,high,"No, señor presidente.","Exact match ""No, señor presidente."" right after the label.",
55,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,54,Sr. Moro,Sr. Moro.,yes,yes,same-paragraph,none,high,Señor presidente: había solicitado la palabra cuando se inició la ronda de intervenciones que,"Exact match ""Señor presidente: había solicitado la palabra cuando se inició la ronda de intervenciones que está transcurriendo.""",
56,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,55,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor jefe de Gabinete de Ministros.,"Exact match ""Tiene la palabra el señor jefe de Gabinete de Ministros."" on p.55, right after the label.",
57,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,55,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Gioja.,"Exact match ""Tiene la palabra el señor senador Gioja."" right after the label.",
58,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,56,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,(Aplausos.),high,"Muchísimas gracias, señor presidente; muchísimas gracias a los señores y señoras senadores presentes. Simplemente,","Exact match right after the label; the stage direction ""(Aplausos.)"" appears later within the same turn, before the next bold label.",
59,2002-08-22_r20,2002-08-22_r20_EN_MINORIA.pdf,4,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Por Secretaría se tomará lista.,"Exact match ""Por Secretaría se tomará lista."" right after the label; last line on the page.",
60,2002-08-22_r20,2002-08-22_r20_EN_MINORIA.pdf,5,Sr. Busti,Sr. Busti.,yes,yes,same-paragraph,none,high,"Perdón, señor presidente. La senadora Bar está presente.","Exact match ""Perdón, señor presidente. La senadora Bar está presente."" right after the label.",
61,2003-06-25_r13,2003-06-25_r13_ESPECIAL.pdf,14,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Sí, señor presidente, no era para interrumpirlo al senador Baglini sinopara fijar un mecanismo","Exact match ""Sí, señor presidente, no era para interrumpirlo al senador Baglini sino para fijar un mecanismo..."" right after the label.",
62,2003-07-23_r15,2003-07-23_r15_ORDINARIA.pdf,27,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,— La votación resulta afirmativa. / — En particular es igualmente afirmativa.,high,"En consideración en general.Si no se hace uso de la palabra, se va a","The identical phrase ""En consideración en general. Si no se hace uso de la palabra, se va a votar."" appears three times on this page (items 48, 49, 50 - Orden del Día 287, 288, 299), each time preceded by the same label ""Sr. Presidente (Gioja).""; not ambiguous since all instances carry the same label, but flagging the repetition.",
63,2003-07-23_r15,2003-07-23_r15_ORDINARIA.pdf,27,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,— La votación resulta afirmativa. / — En particular es igualmente afirmativa.,high,"En consideración en general.Si no se hace uso de la palabra, se va a","Same page and same repeated phrase as case 62 (appears 3 times identically); all instances are governed by the identical label ""Sr. Presidente (Gioja),"" so not ambiguous.",
64,2003-07-23_r15,2003-07-23_r15_ORDINARIA.pdf,27,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,— La votación resulta afirmativa. / — En particular es igualmente afirmativa.,high,"En consideración en general.Si no se hace uso de la palabra, se va a","Same page and same repeated phrase as cases 62-63 (appears 3 times identically); all instances are governed by the identical label ""Sr. Presidente (Gioja),"" so not ambiguous.",
65,2003-08-20_r18,2003-08-20_r18_TRIBUNAL_DE_JUICIO_POLITICO.pdf,6,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,[Volver al sumario],high,"Habiendo dado cumplimiento del Reglamento de Procedimientopara el Caso de Juicio Político, invito a","Exact match ""Habiendo dado cumplimiento del Reglamento de Procedimiento para el Caso de Juicio Político, invito a los presentes a tomar asiento."" right after the label (no parenthetical name printed here); ""[Volver al sumario]"" and a following bold section title appear later within the same turn, before the next bold label (Sr. Pichetto).",
66,2003-09-03_r20,2003-09-03_r20_TRIBUNAL_DE_JUICIO_POLITICO.pdf,4,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,— Varios señores senadores hablan a la vez.,high,Ya ha sido girado a la comisión correspondiente.,"Exact match ""Ya ha sido girado a la comisión correspondiente."" right after the label (no parenthetical name printed here); note the preceding line ""Varios señores senadores. — Ya ha sido girado."" is a different, plural speaker label and does not govern the quoted words.",
67,2003-09-17_r22,2003-09-17_r22_ORDINARIA.pdf,60,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Agricultura,Ganadería y Pesca en el proyecto","The quoted words are not the first occurrence of similar phrasing on the page (an almost-identical sentence about a different bill starts the page, carried over from the prior page and not given), but the exact quoted string matches item 164 ""Corresponde considerar el dictamen de la Comisión de Agricultura, Ganadería y Pesca en el proyecto de declaración de la señora senadora Curletti..."" which is fully on this page under this label.",
68,2003-09-17_r22,2003-09-17_r22_ORDINARIA.pdf,88,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,yes,same-paragraph,none,high,Tiene la palabra la señora senadora Avelín.,"Exact match ""Tiene la palabra la señora senadora Avelín."" right after the label.",
69,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,12,Sr. Badeni,Sr. Badeni.,yes,yes,same-paragraph,none,high,"Le recuerdo, señora presidenta, que no es sólo ese cargo. También se dice que","Exact match ""Le recuerdo, señora presidenta, que no es sólo ese cargo. También se dice que se violó..."" right after the label.",
70,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,28,Sra. Presidenta,Sra. Presidenta.,yes,yes,same-paragraph,none,medium,Sí.,"ambiguous - the exact word ""Sí."" appears twice on this page as a candidate match: once as the whole turn ""Sra. Presidenta. — Sí."" and once as the opening sentence of ""Sr. Gentile. — Sí. No conozco en detalle tampoco.""; reporting the first (Sra. Presidenta) but either could genuinely govern the quoted single word.",
71,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,71,Sr. Badeni,Sr. Badeni.,yes,yes,same-paragraph,none,high,"¿Y por qué no la entregó Telefónica, no lo recuerda?","Exact match ""¿Y por qué no la entregó Telefónica, no lo recuerda?"" right after the label; it is the last line on the page.",
72,2003-11-04_r29,2003-11-04_r29_TRIBUNAL_DE_JUICIO_POLITICO.pdf,101,Sra. Ibarra,Sra. Ibarra.,yes,yes,same-paragraph,none,high,Esta es una pregunta para conocimiento: usted integraba el Tribunal Arbitralrepresentando a la parte,"Exact match ""Esta es una pregunta para conocimiento: usted integraba el Tribunal Arbitral representando a la parte privada."" right after the label.",
73,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,18,Sr. Presidente (Yoma),Sr. Presidente (Yoma).,yes,yes,same-paragraph,none,high,"Vamos a proceder, entonces, a la lectura del pliego de preguntaspresentado por la Defensa.Antes,","Exact match ""Vamos a proceder, entonces, a la lectura del pliego de preguntas presentado por la Defensa. Antes,"" right after the label.",
74,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,29,Sra. Presidenta,Sra. Presidenta.,yes,yes,same-paragraph,none,high,Lectura...,"Exact match ""Lectura..."" right after the label; this is the only occurrence of the word on the page.",
75,2003-11-11_r32,2003-11-11_r32_TRIBUNAL_DE_JUICIO_POLITICO.pdf,41,Sra. Eggink,Sra. Eggink.,yes,yes,same-paragraph,none,high,"No, no estábamos facultados. El Tribunal Arbitral no tiene esas facultades, nitampoco para indicar","Exact match ""No, no estábamos facultados. El Tribunal Arbitral no tiene esas facultades, ni tampoco para indicar..."" right after the label.",
76,2003-11-19_r33,2003-11-19_r33_ORDINARIA.pdf,112,Sr.  Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de las comisiones de LegislaciónGeneral y de Presupuesto y Hacienda,"Opens item 212 (Orden del Día N˚ 1369), asociaciones civiles.",
77,2003-11-26_r35,2003-11-26_r35_ORDINARIA.pdf,15,Sr. Maestro,Sr. Maestro.,yes,yes,same-paragraph,none,high,Señor presidente:...,"""Sr. Maestro. — Señor presidente:..."" matches exactly including the ellipsis.",
78,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,75,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"First line of the page, closing consideration of the item above.",
79,2003-12-04_r40,2003-12-04_r40_ORDINARIA.pdf,98,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Así se hará, señor senador.La Presidencia invita a ingresar en el recinto a la",Same paragraph continues into inviting Laura Martínez Pass de Cresto to the chamber.,
80,2003-12-17_r41,2003-12-17_r41_ORDINARIA.pdf,53,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,Asumimos el compromiso planteado por el senador Gómez Diez y vamos apedir que se,none,
81,2004-03-18_r02,2004-03-18_r02_ORDINARIA.pdf,26,Sra. Perceval,Sra. Perceval.,yes,yes,same-paragraph,none,high,Señor presidente: pido que en el dictamen de este proyecto se incorpore elvisto del,none,
82,2004-04-07_r05,2004-04-07_r05_ORDINARIA.pdf,20,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Se agregó la señora senadora Colombo; y hasta que no se cierre la lista,none,
83,2004-04-21_r07,2004-04-21_r07_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Educación, Cultura,Ciencia y Tecnología en el","This exact phrase recurs three times on the page (opening Orden del Día N° 146, N° 148, and N° 149); all three occurrences are governed by the identical label ""Sr. Presidente."", so the speaker is not ambiguous even though the wording repeats.",
84,2004-04-21_r07,2004-04-21_r07_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Educación, Cultura,Ciencia y Tecnología en el",Same page and duplicate phrasing as case 83 (Orden del Día N° 146/148/149 all use identical wording); label is the same in every occurrence.,
85,2004-04-21_r07,2004-04-21_r07_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Educación, Cultura,Ciencia y Tecnología en el",Same page and duplicate phrasing as cases 83-84; label is the same in every occurrence.,
86,2004-04-28_r08,2004-04-28_r08_ORDINARIA.pdf,37,Sra. Gallego,Sra. Gallego.,yes,yes,same-paragraph,none,high,Pido la palabra.,none,
87,2004-05-12_r10,2004-05-12_r10_ORDINARIA.pdf,14,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de la Comisión de Agricultura,Ganadería y Pesca en el proyecto","This phrase (Comisión de Agricultura, Ganadería y Pesca) recurs on the page for Orden del Día N° 260 and N° 261; both occurrences carry the identical label ""Sr. Presidente."".",
88,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,99,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión ParlamentariaMixta Revisora de Cuentas de la Administración,"This phrase recurs three times on the page (Orden del Día N° 536, 537, 538, all Comisión Parlamentaria Mixta Revisora de Cuentas); all three carry the identical label ""Sr. Presidente (Guinle).""",
89,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,99,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión ParlamentariaMixta Revisora de Cuentas de la Administración,Same page and duplicate phrasing as case 88; label identical in every occurrence.,
90,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,99,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión ParlamentariaMixta Revisora de Cuentas de la Administración,Same page and duplicate phrasing as cases 88-89; label identical in every occurrence.,
91,2004-07-07_r16,2004-07-07_r16_ORDINARIA.pdf,120,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador López Arias.,none,
