case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
17,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,21,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,yes,same-paragraph,none,high,"Gracias, senadora Juri. Tiene la palabra el senador Flavio Fama.","""Sra. Presidenta (Losada).- Gracias, senadora Juri."" followed by ""Tiene la palabra el senador Flavio Fama.""",
18,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,57,Sr. Recalde,Sr. Recalde.-,yes,yes,same-paragraph,none,high,Yo sé que cuando digo la palabra Macri ustedes me van a querer interrumpir.,"Printed as ""Sr. Recalde.- Yo sé que cuando digo la palabra Macri ustedes me van a querer interrumpir.""",
19,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,83,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.-,yes,yes,previous-page,none,high,"Verifiquen la respuesta porque, de lo contrario, tendría que decir: “La salida que estudia","Last label on page 82 is ""Sr. Petcoff Naidenoff.- Ministro: ¿sabe cuál es el problema?...""; page 83 carries no new label before the quoted words.",
20,2020-10-02_r15,02-10-2020_ESPECIAL.pdf,4,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,Invito a la senadora Claudia Ledesma Abdala a proceder al izamiento de la bandera,"Under section title ""1. Izamiento de la bandera nacional. Entonación del Himno Nacional Argentino""; label opens the paragraph holding the quoted words.",
21,2020-10-02_r15,02-10-2020_ESPECIAL.pdf,92,Sra. Tagliaferri,Sra. Tagliaferri.-,yes,yes,same-paragraph,none,high,"Muchas gracias, señor presidente. Antes que nada, quiero decir que lamento profundamente a este","""Sra. Tagliaferri.- Muchas gracias, señor presidente."" followed by ""Antes que nada, quiero decir que lamento profundamente a este establecimiento de un simulacro de..."".",
22,2020-10-02_r15,02-10-2020_ESPECIAL.pdf,97,Sr. Presidente (Closs),Sr. Presidente (Closs).-,yes,yes,same-paragraph,none,high,"Gracias, señora senadora. Tiene la palabra el senador Mariano Recalde.","""Sr. Presidente (Closs).- Gracias, señora senadora."" followed by ""Tiene la palabra el senador Mariano Recalde.""",
23,2020-10-02_r15,02-10-2020_ESPECIAL.pdf,116,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Porque hay que esperar por el sistema. El sistema tiene que reflejar el quórum.,"Printed as ""Sra. Presidenta (Ledesma Abdala).- Porque hay que esperar por el sistema. El sistema tiene que reflejar el quórum.""",
24,2021-06-03_r08,03-06-2021_INFORMATIVA_ESPECIAL.pdf,39,Sr. De Angeli,Sr. De Angeli.-,yes,yes,same-paragraph,none,high,"Gracias, señor presidente. Buenas tardes, señor ministro, jefe de Gabinete. ¿Me escucha bien?","""Sr. De Angeli.- Gracias, señor presidente."" followed by ""Buenas tardes, señor ministro, jefe de Gabinete."" and ""¿Me escucha bien?"" in the same turn.",
25,2021-06-03_r08,03-06-2021_INFORMATIVA_ESPECIAL.pdf,57,Sra. Sacnun,Sra. Sacnun.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. Bienvenido señor jefe de Gabinete. Y disculpas por las faltas de respeto","""Sra. Sacnun.- Gracias, presidenta."" followed by ""Bienvenido señor jefe de Gabinete. Y disculpas por las faltas de respeto..."".",
26,2020-09-03_r13,03-09-2020_ESPECIAL.pdf,43,Sra. Durango,Sra. Durango.-,yes,yes,same-paragraph,none,high,"Es un minuto más, señora presidenta. Hoy hablé con el defensor de Niñas, Niños","The label opens the turn; ""Hoy hablé con el defensor de Niñas, Niños"" runs on in the next indented paragraph of the same turn.",
27,2020-09-03_r13,03-09-2020_ESPECIAL.pdf,102,Sra. Mirkin,Sra. Mirkin.-,yes,yes,same-paragraph,none,high,Gracias. La eficiencia –creo yo– requiere de la articulación entre las diferentes carteras ministeriales,"""Gracias."" sits right after the label; ""La eficiencia -creo yo- requiere..."" is the next paragraph of the same turn.",
28,2020-09-03_r13,03-09-2020_ESPECIAL.pdf,147,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"Muchas gracias, señora presidenta. En primer lugar, en representación del bloque quiero ofrecer nuestras",Label opens the turn just after the presiding officer gives him the floor.,
29,2020-06-04_r05,04-06-2020_ESPECIAL.pdf,71,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,Bien. Acaba de sentarse en su banca la presidenta provisional. Así que vamos a…,"Page prints the same label repeatedly; this is the third instance, immediately preceding the quoted words.",
30,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,20,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,¡Hacemos cualquier cosa con el reglamento!,"The reply just below (""¡No! Ustedes hacen cualquier cosa..."") is a different, similar-sounding line under Sr. Presidente (Abdala).-; the exact quoted words are Mayans'.",
31,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,41,Sra. Di Tullio,Sra. Di Tullio.-,yes,yes,same-paragraph,none,high,"Por eso. Entonces, para que se entienda bien, usted no está leyendo el dictamen.",Label opens the turn answering Sr. Pagotto.,
32,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,63,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Pagotto. Hable Pagotto. Van a tener la palabra todos.,"""Hable Pagotto. Van a tener la palabra todos."" continues in the next indented paragraph of the same turn.",
33,2020-02-05_r12,05-02-2020_ESPECIAL_EXTRAORDINARIA.pdf,114,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. Mi primera reflexión es que parece que en la Argentina la política",Label opens the turn right after Sra. Presidenta (Ledesma Abdala).- gives him the floor.,
34,2020-11-05_r21,05-11-2020_ESPECIAL.pdf,11,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Ah, cierto. Tenemos que poner a consideración...","First occurrence on the page, just below the stage direction ""-Contenido no inteligible.""",
35,2020-11-05_r21,05-11-2020_ESPECIAL.pdf,22,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Tiene la palabra, senador Naidenoff.","Printed as ""Tiene la palabra, senador Naidenoff."" right after the label, third instance of that label on the page.",
36,2021-10-06_r12,06-10-2021_ESPECIAL.pdf,19,Sra. Mirkin,Sra. Mirkin.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. En primer lugar, quiero plantear que me parece que se están","""En primer lugar, quiero plantear..."" is the next paragraph of the same turn.",
37,2022-04-07_r03,07-04-2022_ESPECIAL.pdf,19,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"Obviamente, yo no quiero hacer una polémica de cada cosa. Por eso, es necesario","Label is the first one on the page; the line above (""Sí, senador Mayans."") belongs to the presiding officer's turn carried from the previous page.",
38,2022-04-07_r03,07-04-2022_ESPECIAL.pdf,37,Sra. Giacoppo.- …,Sra. Giacoppo.-,yes,yes,same-paragraph,none,high,"porque es constitucional, es necesaria, y así, con el proyecto que vamos a acompañar","Turn resumes after the chair's interruption; printed as ""...porque es constitucional, es necesaria, y así, con el proyecto que vamos a acompañar como espacio..."".",
39,2022-04-07_r03,07-04-2022_ESPECIAL.pdf,81,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Se reúne, igualmente, la mayoría calificada exigida por la Constitución Nacional.",First line of the page; the quoted words follow the label directly.,
40,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,11,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Se procede con los juramentos. Conforme lo establece el artículo 10 del Reglamento del,"Label sits under the bold section title ""6. Juramentos"", which is page furniture and does not end the turn.",
41,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,12,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,(Aplausos.),high,"Si así no lo hiciereis, Dios y la Patria os lo demanden.","Ambiguous by repetition - these exact words appear four times on this page (top line, and after the Manzur, Abad and de Pedro oaths), all four under the same label; this answer takes the first, the top line of the page.",
42,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,12,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,(Aplausos.),high,"Si así no lo hiciereis, Dios y la Patria os lo demanden.","Ambiguous by repetition - four identical occurrences on the page, all under this same label; this answer takes the one following Sr. Senador electo Manzur.-",
43,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,12,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,(Aplausos.),high,"Si así no lo hiciereis, Dios y la Patria os lo demanden.","Ambiguous by repetition - four identical occurrences on the page, all under this same label; this answer takes the one following Sr. Senador electo Abad.-",
44,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,12,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,(Aplausos.),high,"Si así no lo hiciereis, Dios y la Patria os lo demanden.","Ambiguous by repetition - four identical occurrences on the page, all under this same label; this answer takes the one following Sr. Senador electo de Pedro.-",
45,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,15,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,earlier-on-page,none,high,Señor senador nacional electo por la provincia de San Juan Sergio Mauricio Uñac: ¿juráis,"The oath is the indented paragraph after the label's own paragraph, which ends with ""(Aplausos.)""; no new label intervenes.",
46,2021-04-08_r04,08-04-2021_ESPECIAL.pdf,47,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Corresponde aprobar lista de oradores a la que se dará lectura.,"Printed as ""Corresponde aprobar lista de oradores a la que se dará lectura."" right after the label.",
47,2020-10-08_r17,08-10-2020_ESPECIAL.pdf,32,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,"Anabel Fernández Sagasti, Rodríguez Machado y Romero, Juan Carlos.",Reading of the speakers list; the label directly precedes the names.,
48,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,22,Sr. Prosecretario (Tunessi),Sr. Prosecretario (Tunessi).-,yes,yes,same-paragraph,none,high,"Aprobación del proyecto de declaración de interés del libro del senador Bullrich, se trata",Label directly precedes the quoted words.,
49,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,27,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senadora. Para otra moción de preferencia, tiene la palabra senador Cobos.","""Para otra moción de preferencia..."" is the next indented paragraph of the same turn.",
50,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,27,Sr. Cobos,Sr. Cobos.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. La preferencia tiene que ver con el expediente 493/21, que guarda estrecha","""La preferencia tiene que ver con el expediente 493/21..."" is the next paragraph of the same turn.",
51,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,75,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Muy bien. Resulta, entonces, aprobado.","The words open the paragraph immediately after the bold label, just above the italic line ""–El resultado de la votación surge del Acta N°3.""",
52,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,80,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Ya las hemos votado. Se lanza la votación, entonces, en general y en particular;","""Ya las hemos votado."" follows the label; the ""Se lanza la votación..."" sentence is the next indented paragraph of the same turn.",
53,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,84,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Vamos a ver qué propone el senador Mayans.,"Turn opens right after the stage direction ""–Manifestaciones simultáneas."" and is followed by ""Sr. Mayans.-"".",
54,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,100,Sra. Tapia,Sra. Tapia.-,yes,yes,same-paragraph,none,high,"En los órdenes del día 474, 485…","The words follow the label directly; the next line is the stage direction ""–Contenido no inteligible.""",
55,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,9,Sra. Fernández Sagasti,Sra. Fernández Sagasti.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. Bueno, acabo de escuchar que piden preferencia para que se acuerde","""Gracias, señora presidenta."" sits on the label line; ""Bueno, acabo de escuchar..."" is the next indented paragraph of the same turn.",
56,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,33,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Se somete a votación la lista de oradores.,"Followed by the stage direction ""–Se practica la votación a mano alzada.""",
57,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,36,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Puede continuar la exposición. Disculpe, senador.","Turn follows the stage direction about the minister entering the chamber; next label is ""Sr. Fiad.-"".",
58,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,40,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Bien. Propongo que se vote en general y en particular, en una sola votación,","""Bien."" is on the label line and ""Propongo que se vote..."" is the next indented paragraph of the same turn.",
59,2021-03-11_r02,11-03-2021_ESPECIAL.pdf,12,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Para una moción de preferencia, tiene la palabra senadora Gladys González.","First turn under the bold section title ""6. Mociones de preferencia""; next label is ""Sra. González, Gladys.-"".",
60,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,33,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senadora. A pedido del jefe de Gabinete, vamos a dar un cuarto intermedio","""Gracias, senadora."" is on the label line; the cuarto intermedio sentence is the next indented paragraph of the same turn.",
61,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,35,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Senador, no interrumpa, por favor.","A similar line ""No interrumpa, por favor, senador."" appears a few lines above under the same label; the exact quoted wording appears only once.",
62,2020-06-11_r06,11-06-2020_ESPECIAL.pdf,63,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,El de las SAS es el 50.,"One-line turn between two ""Sra. Presidenta (Fernández de Kirchner).-"" turns.",
63,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,23,Sr. Marino,Sr. Marino.-,yes,yes,same-paragraph,(Risas.),high,"Que Dios nos ayude como siempre… Los mendocinos, difícil.","The stage direction ""(Risas.)"" closes the same paragraph and does not end the turn.",
64,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,23,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Por favor, señores senadores y senadoras.","Short interjection between two ""Sra. Durango.-"" turns.",
65,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,13,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Claro, pero plantee la cuestión de privilegio…","Sits in an exchange with ""Sr. Juez.-"" turns above and below.",
66,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,16,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Tiene la palabra senadora Vega para una cuestión de privilegio.,"First turn under the bold section title ""8. Cuestión de privilegio planteada por la señora senadora Vega. (S.-1.032/22.)"".",
67,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,17,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Para una cuestión de privilegio, tiene la palabra senador Parrilli.","First turn under the bold section title ""9. Cuestión de privilegio planteada por el señor senador Parrilli. (S.-1.033/22.)"".",
68,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,28,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Gracias senadora. Para un homenaje tiene la palabra senador Bensusán.,"""Gracias senadora."" on the label line, ""Para un homenaje tiene la palabra senador Bensusán."" the next indented line of the same turn; a nearly identical turn (""Gracias, senador. / Para un homenaje, tiene la palabra senadora Nora Giménez."") appears higher on the page under the same label.",
69,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,40,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. Generalmente, después de la tempestad viene la calma. Y ahora, en","Only ""Gracias, señora presidenta."" is printed on this page (last line); the rest of the quotation continues onto the following page under the same turn.",
70,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,44,Sr. Rodas,Sr. Rodas.-,yes,yes,same-paragraph,none,high,"Muy buenas tardes, señora presidenta. La verdad es que, en este momento y en","Turn opens right after ""Sra. Presidenta (Ledesma Abdala).- Resulta aprobada. / Tiene la palabra senador Rodas.""",
71,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,92,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,yes,same-paragraph,none,high,Senador: disculpe. Le está dejando trece minutos a la senadora con la que comparte,"The chair here is printed as Losada, not Ledesma Abdala; the turn interrupts ""Sr. Parrilli.-"".",
72,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,111,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Resultan aprobadas. Propongo que se vote en general y en particular, en una sola","""Resultan aprobadas."" on the label line; ""Propongo que se vote..."" is the next indented paragraph of the same turn.",
73,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,6,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"Se lo somete a votación a mano alzada, por favor.","Printed ""Presidente"", not ""Presidenta""; transcribed as printed.",
74,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,20,Sra. Tagliaferri,Sra. Tagliaferri.-,yes,yes,same-paragraph,none,high,Le pido una interrupción al señor miembro informante. Voy a ser muy breve. La,"The immediately preceding chair label on this page is printed ""Sra. Presidente (Villarreal).-"" (spelled Villarreal there), but it governs only ""Senadora Tagliaferri.""",
75,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,58,Sra. Kirchner,Sra. Kirchner.-,yes,yes,same-paragraph,none,high,"Estoy escuchando, exactamente, las bombas de estruendo… ¡¿Cómo puede ser?! ¡¿Qué dignidad hay en","Turn follows the one-line ""Sra. Sapag.- Alicia, se están escuchando…""",
76,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,80,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senador, Wado de Pedro. Tiene la palabra el senador Abad, Maxi.","Turn opens ""Gracias, senador, Wado de Pedro."" and continues on the next indented line ""Tiene la palabra el senador Abad, Maxi.""; no competing label.",
77,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,84,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,…no me lo recargue a mí.,"Printed as ""Sra. Presidente (Villarruel).- ...no me lo recargue a mí."" — page reads ""Presidente"", not ""Presidenta"".",
78,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,114,Sra. Duré,Sra. Duré.-,yes,yes,earlier-on-page,none,high,"Con esto me comprometí con la provincia de Tierra del Fuego, con los trabajadores,","Long turn opened earlier on the page; the inline stage direction ""(Lo exhibe.)"" precedes the quoted words but does not end the turn.",
79,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,183,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"Esperamos, entonces, a la senadora González.","Last speaking line on the page, printed ""Presidente"" not ""Presidenta"".",
80,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,186,Sr. Abdala,Sr. Abdala.-,yes,yes,same-paragraph,none,high,"En función de lo que acaba de pedir la senadora Terenzi, que fue acompañado","Page spells the senator's name ""Terenzi"" as in the quote; preceding stage direction ""-Manifestaciones simultáneas."" does not govern.",
81,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,217,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"Senador: estamos votando el dictamen de mayoría. Senadora Di Tulio, ¿va a votar? Es","Page prints ""Senador: estamos votando el dictamen de mayoría."" then, indented in the same turn, ""Senadora Di Tulio, ¿va a votar? Es el último voto que queda.""",
82,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,218,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,Estamos votando de acuerdo a lo que el mismo reglamento establece. Senadora Di Tullio.,"Final turn on the page; ""Senadora Di Tullio."" is the indented continuation line of the same turn.",
83,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,261,Sr. Pagotto,Sr. Pagotto.-,yes,yes,same-paragraph,none,high,"A ver, ¡la condena es firme o no es firme! Esta es una cuestión",Quoted words open the turn immediately after the label.,
