case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
11,2022-09-01_r09,01-09-2022_ESPECIAL.pdf,59,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,Porque lo había iniciado él como ministro… Si el senador Rodas lo puede explicar…,"Label opens ""Porque lo había iniciado él como ministro…""; ""Si el senador Rodas lo puede explicar…"" is the next line of the same turn.",
12,2022-09-01_r09,01-09-2022_ESPECIAL.pdf,85,Sr. Basualdo,Sr. Basualdo.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. Recién, en este recinto, hemos hablado mucho de colaboraciones, de que","Second ""Sr. Basualdo.-"" on the page; the quoted words open it. An earlier ""Sr. Basualdo.- Sí, como no. Le damos una interrupción."" is a different turn.",
13,2022-09-01_r09,01-09-2022_ESPECIAL.pdf,94,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Muy bien, dejan constancia. Perfecto. Los demás resultan, entonces, todos aprobados. Se realizarán las",Last label on the page; the quoted words open the turn and run over the following lines of the same turn.,
14,2021-06-02_r07,02-06-2021_ESPECIAL.pdf,6,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,No me habían informado acá de la ausencia del señor Maurice Closs. Usted está,The quoted words open this turn directly.,
15,2021-06-02_r07,02-06-2021_ESPECIAL.pdf,20,Sra. Tagliaferri,Sra. Tagliaferri.-,yes,yes,same-paragraph,none,high,"... Pero, senadora: del distrito de la Ciudad soy la única. Perdóneme, senadora...","Printed as ""Sra. Tagliaferri.-... Pero, senadora: del distrito de la Ciudad soy la única. Perdóneme, senadora...""; several turns on the page share this label, but only this one carries these words.",
16,2021-06-02_r07,02-06-2021_ESPECIAL.pdf,24,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,Mirabella: afirmativo. Mirkin: ausente Montenegro: afirmativo. Neder: afirmativo. Olalla: negativo. Pais: afirmativo. Parrilli: afirmativo.,"Third ""Sr. Secretario (Fuentes).-"" on the page, opening ""Mirabella: afirmativo.""; the roll-call names that follow are continuation lines of that same turn.",
17,2021-06-02_r07,02-06-2021_ESPECIAL.pdf,29,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senador. Tiene la palabra senador Basualdo.","Page prints ""Gracias, senador."" right after the label and ""Tiene la palabra senador Basualdo."" on the next line of the same turn.",
18,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,24,Sra. Olalla,Sra. Olalla.-,yes,yes,same-paragraph,none,high,Señor ministro: celebramos su presencia porque esto nos va a permitir conocer algunos de,"Second ""Sra. Olalla.-"" turn on the page; the quoted words open it.",
19,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,26,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,yes,same-paragraph,none,high,"Gracias, senadora. Tiene la palabra la senadora Carmen Álvarez Rivero.","Two turns on this page open ""Gracias, senadora.""; only the first is followed by ""Tiene la palabra la senadora Carmen Álvarez Rivero."", and both carry the same label anyway.",
20,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,31,Sr. Martínez,Sr. Martínez.-,yes,yes,same-paragraph,none,high,"Buenas tardes, jefe de Gabinete; buenas tardes, presidente, colegas. Sin duda que uno ve",Label opens the turn at the foot of the page.,
21,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,47,Sr. Yedlin,Sr. Yedlin.-,yes,yes,same-paragraph,none,high,"Muchas gracias, señora presidenta. Bienvenido, jefe de Gabinete de Ministros y querido gobernador, en",The quoted words open the turn directly.,
22,2022-06-02_r06,02-06-2022_INFORMATIVA_ESPECIAL.pdf,49,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,yes,same-paragraph,none,high,"Muchas gracias, senador. Tiene la palabra la senadora Ana María Ianni.","""Muchas gracias, senador."" follows the label; ""Tiene la palabra la senadora Ana María Ianni."" is the next line of the same turn.",
23,2021-06-03_r08,03-06-2021_INFORMATIVA_ESPECIAL.pdf,39,Sr. Fiad,Sr. Fiad.-,yes,yes,same-paragraph,none,high,"Creo que hay un micrófono abierto por ahí; si lo pueden cerrar El gobierno,","Label opens ""Creo que hay un micrófono abierto por ahí; si lo pueden cerrar"" (printed with no closing period); ""El gobierno,"" begins the next paragraph of the same turn.",
24,2020-09-03_r13,03-09-2020_ESPECIAL.pdf,35,Sra. Blas,Sra. Blas.-,yes,yes,same-paragraph,none,medium,"Gracias, presidenta. Me corresponde referirme al Orden del Día N° 189/20 sobre el dictamen","Only ""Gracias, presidenta."" is printed on this page, as the last line before the footer; the rest of the quoted sentence continues on the next printed page, which was not supplied.",
25,2020-09-03_r13,03-09-2020_ESPECIAL.pdf,154,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Bueno, cuando vote lo vamos a aclarar. Tiene la palabra la senadora Vega, para","First turn on the page, opening after ""-Contenido no inteligible.""; ""Tiene la palabra la senadora Vega, para..."" is the next line of the same turn.",
26,2021-02-04_r29,04-02-2021_EXTRAORDINARIA.pdf,26,Sr. Taiana,Sr. Taiana.-,yes,yes,same-paragraph,none,high,"Muy breve. Quiero señalar que asistí a las audiencias de los jueces propuestos, que","""Muy breve."" sits in the labelled paragraph; the sentence beginning ""Quiero señalar que asistí..."" is the next paragraph of the same turn.",
27,2021-02-04_r29,04-02-2021_EXTRAORDINARIA.pdf,29,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Aprobado. Tiene la palabra, senador Schiavoni.","""Aprobado."" follows the label; ""Tiene la palabra, senador Schiavoni."" is the next paragraph of the same turn.",
28,2021-02-04_r29,04-02-2021_EXTRAORDINARIA.pdf,49,Un señor senador,Un señor senador.-,yes,yes,same-paragraph,none,high,"No se escucha, presidenta; está muteado.","First line of the page; the label is an anonymous one, printed exactly as shown.",
29,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,12,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Todos tenemos el mismo derecho para hablar. Somos todos iguales. Somos todos iguales, senador","Single paragraph, label immediately precedes the words.",
30,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,14,Sr. Atauche,Sr. Atauche.-,yes,yes,same-paragraph,none,high,Está claro. Está rechazado por dos tercios y aceptado…,"The page prints the phrase once, right after this label.",
31,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,17,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,Se le salen los pelos de gorila...,"Printed as ""Se le salen los pelos de gorila..."" directly after the label.",
32,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,37,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, Martín. ¿Alguien más desea manifestar su voto, que no ha sido tomado por","""Gracias, Martín."" follows the label; the question about voting follows as the next paragraph of the same turn.",
33,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,69,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Disculpe, senadora García Larraburu, tenía la palabra a petición del senador Romero…",Second labelled line on the page; no competing label.,
34,2020-12-04_r26,04-12-2020_ESPECIAL.pdf,10,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Una inserción. Una inserción… Una inserción, para esto están las inserciones. Haga una inserción,","The preceding line ""Sr. Secretario (Fuentes).- Una inserción."" repeats the opening two words only; the full quoted sequence is under the Presidenta label.",
35,2020-02-05_r12,05-02-2020_ESPECIAL_EXTRAORDINARIA.pdf,53,Sr. Presidente (Closs),Sr. Presidente (Closs).-,yes,yes,same-paragraph,none,high,"Me piden que hagan silencio, por favor. Gracias.","""Gracias."" is the next paragraph of the same turn, before the following label.",
36,2020-02-05_r12,05-02-2020_ESPECIAL_EXTRAORDINARIA.pdf,100,Sr. Basualdo,Sr. Basualdo.-,yes,yes,previous-page,none,high,"En 2018 nos equivocamos, la situación fue totalmente diferente y los bonos empezaron a","Turn opens on printed page 99; page 100 has no label before the quoted words, so the turn carries over.",
37,2021-10-06_r12,06-10-2021_ESPECIAL.pdf,66,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senador. Senador Pais, tiene la palabra.","""Gracias, senador."" appears twice on the page under the same label, but only the first is followed by ""Senador Pais, tiene la palabra.""",
38,2022-04-07_r03,07-04-2022_ESPECIAL.pdf,6,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"De nada, señor senador. Quiero recordarles a todos los señores senadores y senadoras que","""De nada, señor senador."" follows the label; the reminder to senators is the next paragraph of the same turn.",
39,2022-04-07_r03,07-04-2022_ESPECIAL.pdf,17,Sra. García Larraburu,Sra. García Larraburu.-,yes,yes,same-paragraph,none,high,"Para sumar a la confusión generalizada –y si me disculpan–, creo que viene bien",Label immediately precedes the words; dashes printed as en-dashes.,
40,2022-04-07_r03,07-04-2022_ESPECIAL.pdf,63,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,yes,same-paragraph,none,high,"Gracias, senador. Tiene la palabra el senador Juan Carlos Romero.","""Gracias, senador."" follows the label; the handover sentence is the next paragraph of the same turn.",
41,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,10,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Se ponen en consideración, a mano alzada, las renuncias.","Printed as ""Se ponen en consideración, a mano alzada, las renuncias."" right after the label.",
42,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,12,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,earlier-on-page,none,high,Señora senadora electa por la provincia de Buenos Aires Juliana Di Tullio: ¿juráis a,"Last paragraph of the page; the governing label opens the turn a few lines above with ""Si así no lo hiciereis, Dios y la Patria os lo demanden. (Aplausos.)"".",
43,2021-04-08_r04,08-04-2021_ESPECIAL.pdf,63,Sr. Presidente (Closs),Sr. Presidente (Closs).-,yes,yes,same-paragraph,none,high,"A ver, ¿ahora me escucha? Senador Neder: ¿me escucha?","""A ver, ¿ahora me escucha?"" follows the label; ""Senador Neder: ¿me escucha?"" is the next paragraph of the same turn.",
44,2022-09-08_r10,08-09-2022_ESPECIAL.pdf,22,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Texto unificado, por eso. Claro. Propongo entonces que se vote por medios electrónicos el","""Texto unificado, por eso. Claro."" follows the label; the proposal to vote is the next paragraph of the same turn.",
45,2020-10-08_r17,08-10-2020_ESPECIAL.pdf,30,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,Vemos que cada comisión lo trate.,"Printed with no space after the label, as ""Sr. Mayans.-Vemos que cada comisión lo trate.""",
46,2020-10-08_r17,08-10-2020_ESPECIAL.pdf,93,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,"Gracias, senador. Senador Snopek: afirmativo Senadora Solari Quintana: afirmativo. Tagliaferri: afirmativo. Taiana: afirmativo. Tapia:","""Gracias, senador."" follows the label; the roll-call names run on as further paragraphs of the same turn. An earlier ""Gracias, senadora."" under the same label is a different line.",
47,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,10,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,5. Renuncia presentada por el señor senador Claudio Javier Poggi,high,No hay observaciones. Resultan aprobados todos los asuntos. 5.,"The trailing ""5."" in the quotation comes from the bold section title that follows the paragraph, not from speech.",
48,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,29,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Perfecto. Entonces, repetimos: se ponen en consideración las mociones de preferencia con despacho de","""Perfecto."" follows the label; ""Entonces, repetimos..."" is the next paragraph of the same turn.",
49,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,79,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"¿Los puede repetir, por favor?","Printed once on the page, directly after the label.",
50,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,81,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Entonces uno por uno, bien. Procedemos ahora con la votación del Orden del Día","""Entonces uno por uno, bien."" follows the label; ""Procedemos ahora..."" is the next paragraph of the same turn.",
51,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,83,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"Sí, presidenta. Vamos a pedir que vuelva a Comisión con el compromiso de nuestro","Printed ""Sr. Mayans.- Sí, presidenta. Vamos a pedir que vuelva a Comisión con el compromiso de nuestro bloque de tratarlo cuando tengamos los números.""",
52,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,87,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Muy bien. Corresponde aprobar abstenciones e inserciones.,"Label opens the same paragraph as ""Muy bien. Corresponde aprobar abstenciones e inserciones.""",
53,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,5,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"¿Usted pidió la palabra, senador?",Single-line turn on p. 5; no competing label.,
54,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,20,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senadora. Tiene la palabra senadora Di Tullio.","Printed as ""Gracias, senadora."" followed by an indented continuation line ""Tiene la palabra senadora Di Tullio."" inside the same turn.",
55,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,23,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,earlier-on-page,none,high,"Senador Cornejo, a viva voz si puede votar, me dicen aquí, por Secretaría…","Continuation paragraph of the turn opened by ""Sra. Presidenta (Ledesma Abdala).- Se comunica a la Cámara de Diputados de la Nación. (Aplausos.)"" at the foot of p. 23.",
56,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,33,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Faltan identificarse. Esperamos hasta que se identifiquen.,Label opens the paragraph directly.,
57,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,62,Sr. Parrilli,Sr. Parrilli.-,yes,yes,same-paragraph,none,high,"Sí, todavía me quedan tres minutos más. Gracias. Voy a utilizar el tiempo que","""Voy a utilizar el tiempo que han utilizado otros senadores."" is an indented continuation line of the same turn.",
58,2022-08-10_r08,10-08-2022_ESPECIAL.pdf,62,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,yes,same-paragraph,none,high,"Senador: lleva casi trece minutos. No pierda segundos. Termine, así ya estamos.","""Termine, así ya estamos."" is an indented continuation line of the same turn.",
59,2020-12-10_r27,10-12-2020_ESPECIAL.pdf,75,Sra. Presidenta (Rodríguez Machado,Sra. Presidenta (Rodríguez Machado).-,yes,yes,same-paragraph,none,high,").- Tiene la palabra, ahora, el senador Martín Lousteau.","The quoted string begins mid-label; on the page the bold ends just before the closing parenthesis, printed ""Sra. Presidenta (Rodríguez Machado).- Tiene la palabra, ahora, el senador Martín Lousteau.""",
60,2023-12-10_r00,10-12-2023_ASAMBLEA.pdf,8,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Ahora, sí. Ya habían brindado el asentimiento, así que vamos a dar lectura, directamente,","Paragraph follows the bold section title ""4. Comisiones de recepción (continuación)"", which is furniture and does not govern.",
61,2021-03-11_r02,11-03-2021_ESPECIAL.pdf,8,Sr. Secretario (Fuentes),Sr. Secretario (Fuentes).-,yes,yes,same-paragraph,none,high,Ausente. Senador Lovera: afirmativo. Senador Luenzo: ¿su voto?,"Printed ""Ausente."" then indented lines ""Senador Lovera: afirmativo."" and ""Senador Luenzo: ¿su voto?"" inside the same turn.",
62,2021-03-11_r02,11-03-2021_ESPECIAL.pdf,47,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Senador Naidenoff: ¿está pidiendo la palabra?,Label opens the paragraph directly.,
63,2021-03-11_r02,11-03-2021_ESPECIAL.pdf,50,Sr. Poggi,Sr. Poggi.-,yes,yes,same-paragraph,none,high,Secretario: es afirmativo; y abstención en el 745.,"Preceded by the secretary's roll call line ""Poggi: ¿su voto?""; the answer itself carries its own label.",
64,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,4,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Señores senadores y señoras senadoras, damos comienzo a la sesión especial del día de","First speech paragraph on p. 4, after the stage direction giving the time.",
65,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,20,Sr. Zimmermann,Sr. Zimmermann.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. Bienvenidos al Senado, señor jefe gabinete y demás integrantes de su equipo.","""Gracias, presidenta."" on the label line, ""Bienvenidos al Senado, señor jefe gabinete y demás integrantes de su equipo."" as the next indented line of the same turn.",
66,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,37,Sr. De Angeli,Sr. De Angeli.-,yes,yes,same-paragraph,none,high,"Totalmente. Eso lo entiendo, pero yo me refería a otro…",Label opens the paragraph directly.,
67,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,45,Sr. Yedlin,Sr. Yedlin.-,yes,yes,same-paragraph,none,high,"Muchas gracias, señora presidenta. Bienvenido, jefe de Gabinete de Ministros, Agustín Rossi, y a","""Muchas gracias, señora presidenta."" on the label line; the welcome to Rossi is the next indented line of the same turn.",
68,2020-06-11_r06,11-06-2020_ESPECIAL.pdf,19,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Vamos a continuar con la lista de oradores que ya está predeterminada y con,"Distinct from the earlier similar turn ""Vamos a respetar la lista de oradores, que ya está establecida y predeterminada."" by the same speaker.",
69,2020-06-11_r06,11-06-2020_ESPECIAL.pdf,19,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Tenemos la lista de oradores. Por favor…, porque todos hablan a la vez y",Label opens the paragraph directly.,
70,2020-06-11_r06,11-06-2020_ESPECIAL.pdf,24,Sr. Blanco,Sr. Blanco.-,yes,yes,same-paragraph,none,high,"Voy a expresar el sentido de mi voto, porque creo que es la obligación","Preceded only by the stage direction ""–Contenido no inteligible.""",
71,2020-06-11_r06,11-06-2020_ESPECIAL.pdf,55,"Sr. Martínez, Julio","Sr. Martínez, Julio.-",yes,yes,same-paragraph,none,high,"Estamos en los cierres, presidenta, no le puede dar la palabra a Parrilli.",Label opens the paragraph directly.,
72,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,20,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,Tiene la palabra el senador Marino.,One-line turn; the same speaker has several other turns on the page but only this one carries these words.,
73,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,42,Sr. Zimmermann,Sr. Zimmermann.-,yes,yes,same-paragraph,none,high,"Casi el 50. Bueno, con más razón. Que eso cuantifica un déficit aproximado de","""Casi el 50."" alone also appears two lines above under ""Sr. Mayans.-"", but the full quoted phrase with ""Bueno, con más razón"" and the déficit sentence sits in the Zimmermann turn.",
74,2020-03-12_r02,12-03-2020_ESPECIAL.pdf,61,Sra. Fernández Sagasti,Sra. Fernández Sagasti.-,yes,yes,same-paragraph,none,high,Gracias señora presidenta. Quiero en esta alocución ordenar las ideas que voy a plantear,"On the page the bold stops before "".-"", printed ""Sra. Fernández Sagasti.- Gracias señora presidenta.""; the ""Quiero en esta alocución…"" sentence is the next line of the same turn.",
75,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,13,Sr. Juez,Sr. Juez.-,yes,yes,same-paragraph,none,high,…para los dos: para la Presidencia del cuerpo y para el senador que habla…,Label opens the paragraph directly.,
76,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,39,Sr. Snopek,Sr. Snopek.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. La ley 23.732 establece que el pedido de un gobierno extranjero para","""Gracias, presidenta."" is the labelled paragraph; ""La ley 23.732..."" is the next paragraph of the same turn.",
77,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,100,Sr. Cornejo,Sr. Cornejo.-,yes,yes,same-paragraph,none,high,"Muchas gracias, señora presidenta. Una consideración particular que tiene que ver con la deliberación","Label opens the turn with ""Muchas gracias, señora presidenta.""; the rest continues in the next paragraph.",
78,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,71,Sr. Leavy,Sr. Leavy.-,yes,yes,same-paragraph,none,high,"Sí, sí. La verdad es que el país siempre tuvo ciclos pendulares, pasamos de","""Sr. Leavy.- Sí, sí."" followed by ""La verdad es que el país siempre tuvo ciclos pendulares..."" in the same turn.",
79,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,98,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"Senador, tiene que ir concluyendo. Son quince minutos.","Printed as ""Sra. Presidente"", not ""Presidenta""; transcribed as printed.",
80,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,132,Sra. Di Tullio,Sra. Di Tullio.-,yes,yes,same-paragraph,none,high,"Entonces, infraestructura va. ¿Va o no va?","Single-line intervention ""Entonces, infraestructura va. ¿Va o no va?"".",
81,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,145,Sr. Juez,Sr. Juez.-,yes,yes,same-paragraph,none,high,Presidenta: la noche se ha hecho larga. Lo mío va a ser muy corto;,Turn opens with the quoted words.,
82,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,163,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"¿Ya se renovó? Bueno, por suerte que el comunismo accedió a este ultraliberal. Me","First line of the page; printed ""¿Ya se renovó? Bueno, por suerte que el comunismo accedió a este ultraliberal.""",
83,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,163,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"Habló de cara dura. La verdad, ¡qué cara dura! La verdad es que le","Last labelled paragraph on the page, after the stage direction about senator Goerling Lara.",
84,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,180,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"Resulta empatada. Habiéndose ya leído por Secretaría el artículo 213 del reglamento, propongo, si","""Resulta empatada."" is the labelled paragraph; the article-213 sentence continues the same turn.",
85,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,187,Sr. Abdala,Sr. Abdala.-,yes,yes,same-paragraph,none,high,"Primero, se tiene que votar lo que dice el artículo 96 del dictamen del","Turn opens with ""Primero, se tiene que votar lo que dice el artículo 96..."".",
86,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,190,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,No es el momento de aprender...,One-line exchange within the Parrilli dialogue.,
87,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,200,Sra. Sapag,Sra. Sapag.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. El artículo 163 al que hace referencia el senador preopinante, dice: “Sin","""Gracias, presidenta."" labelled; the article-163 quotation is the next paragraph of the same turn.",
