case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
16,2005-03-02_r02,2005-03-02_r02_ORDINARIA.pdf,19,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,Se registran 47 votos por la afirmativa: unanimidad. Se han superado los dos tercios,"A nearly identical sentence with '46 votos' instead of '47 votos' appears later on the same page, but the quoted phrase with '47 votos' itself appears only once. A hyperlinked cross-reference 'Acta Nº 7' appears in a separate stenographer's note line just above, not inside this paragraph.",
17,2005-03-09_r03,2005-03-09_r03_ORDINARIA.pdf,11,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"En primer lugar, es para coincidir con las expresiones vertidas por la señora senadora","Clean match, nothing unusual.",
18,2005-03-16_r05,2005-03-16_r05_ORDINARIA.pdf,89,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,Señor presidente: quiero compartir con ustedes la gran disyuntiva en que me encuentro frente,"Clean match, nothing unusual.",
19,2005-07-27_r21,2005-07-27_r21_ORDINARIA.pdf,52,Sr. Presidente (Guinle),Sr. Presidente (Guinle).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","The exact phrase 'En consideración en general. Si no se hace uso de la palabra, se va' occurs four times on this page (Orden del Día 642, 643, 644 and 645), every time spoken by Sr. Presidente (Guinle), so which occurrence is meant is ambiguous but the speaker is not.",
20,2005-12-21_r42,2005-12-21_r42_EXTRAORDINARIA.pdf,139,Sr. Gómez Diez,Sr. Gómez Diez.,yes,yes,same-paragraph,none,high,"Bueno, creo que si no, no vamos a poder terminar. Le concedo la interrupción.","Clean match, nothing unusual.",
21,2006-06-07_r11,2006-06-07_r11_ORDINARIA.pdf,26,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, se va a votar el acuerdo",Phrase opens the speaker's turn directly after the label.,
22,2006-07-12_r16,2006-07-12_r16_ORDINARIA.pdf,78,Sr. Zavalía,Sr. Zavalía.,yes,yes,same-paragraph,none,high,Señor presidente: el senador Martínez habla de lo que la señora senadora preopinante manifestó,Phrase is the first sentence of the labeled turn.,
23,2006-08-09_r18,2006-08-09_r18_ORDINARIA.pdf,24,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Señor senador: los proyectos de declaración o de comunicación tienen que pasar a las,Phrase opens the speaker's turn directly after the label.,
24,2006-12-06_r30,2006-12-06_r30_ORDINARIA.pdf,65,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Vamos cerrando el debate, en primer lugar con la palabra el señor senador Sanz.","Page header at top reads ""6 de diciembre de 2006"" for this page but no parenthetical surname is printed with this instance of the label (just ""Sr. Presidente."").",
25,2006-12-06_r30,2006-12-06_r30_ORDINARIA.pdf,100,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,medium,"Aprobado. Si no se hace uso de la palabra, se va a votar en","The quoted phrase straddles two printed paragraphs of one continuous turn: the labeled sentence ""Sr. Presidente (López Arias). — Aprobado."" and the following unlabeled indented paragraph ""Si no se hace uso de la palabra, se va a votar en general y en particular..."" which continues the same speaker's turn without repeating the label.",
26,2007-04-11_r04,2007-04-11_r04_ORDINARIA.pdf,10,Sr. Presidente (Pampuro),Sr. Presidente (Pampuro).,yes,yes,same-paragraph,none,high,Primero se va a votar la moción de preferencia con despacho de comisión formulada,Phrase opens the speaker's turn directly after the label.,
27,2007-04-25_r05,2007-04-25_r05_ORDINARIA.pdf,7,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"En consideración el tratamiento sobre tablas. Si no se hace uso de la palabra,",Phrase opens the speaker's turn directly after the label; no parenthetical surname printed with this instance.,
28,2007-06-06_r08,2007-06-06_r08_ORDINARIA.pdf,42,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,"Señora senadora Negre de Alonso, el señor senador Sanz le solicita una interrupción, ¿se",Phrase opens the speaker's turn directly after the label.,
29,2007-07-04_r10,2007-07-04_r10_ORDINARIA.pdf,14,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: yo también voy a plantear una cuestión de privilegio, porque en este",Phrase is the first sentence of the labeled turn.,
30,2007-11-21_r15,2007-11-21_r15_ORDINARIA.pdf,12,Sra. Escudero,Sra. Escudero.,yes,yes,same-paragraph,none,high,Señor presidente: quiero recordar que han pasado setenta meses prácticamente desde aquella histórica sesión,Phrase is the first sentence of the labeled turn.,
31,2008-02-13_r23,2008-02-13_r23_EXTRAORDINARIA.pdf,14,Sr. Cabanchik,Sr. Cabanchik.,yes,yes,same-paragraph,none,high,Señor presidente: la Coalición Cívica ya ha expresado y hecho pública su preocupación desde,Phrase is the first sentence of the labeled turn.,
32,2008-03-12_r02,2008-03-12_r02_ORDINARIA.pdf,46,Sr. Pérez Alsina,Sr. Pérez Alsina.,yes,yes,same-paragraph,none,high,Señor presidente: no estuve en las reuniones previas a las que se hizo alusión.,Phrase is the first sentence of the labeled turn.,
33,2008-05-14_r07,2008-05-14_r07_ORDINARIA.pdf,19,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,Señor presidente: aunque este tema parezca técnico —tiene que ver con lo técnico y,Phrase is the first sentence of the labeled turn.,
34,2008-06-25_r10,2008-06-25_r10_ORDINARIA.pdf,8,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Invito a la señora senadora por la provincia de Tucumán Delia Pinchetti de Sierra,"Phrase opens the speaker's turn directly after the label (under heading ""1. Izamiento de la bandera nacional"").",
35,2008-11-26_r21,2008-11-26_r21_ORDINARIA.pdf,15,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"Si no se hace uso de la palabra, con las abstenciones solicitadas, se va","The printed line begins with a stray leading space before the label: "" Sr. Presidente. — Si no se hace uso de la palabra..."" at the very top of the page body.",
36,2009-03-01_r00,2009-03-01_r00_ASAMBLEA.pdf,16,Sra. Presidenta de la Nación,not printed on this page,no,partial,not-on-this-page,none,medium,. Me acaban de apuntar —ese es el defecto de no traer un discurso,"The phrase ""Me acaban de apuntar —ese es el defecto de no traer un discurso"" appears verbatim in a plain paragraph with no speaker label anywhere on the page. This page (heading ""Asamblea Legislativa"") is a continuous monologue with no ""Sr./Sra."" dialogue markers at all, consistent with a single uninterrupted address (e.g. an opening-of-sessions speech) whose speaker label would appear on an earlier page not included here.",label printed on Pág. 6 of the same speech; parser right
37,2009-03-26_r03,2009-03-26_r03_ORDINARIA.pdf,51,Sr. Mayans,not printed on this page,no,yes,not-on-this-page,none,medium,", por supuesto, peor crisis. Y si esto no es crisis, igualmente nos va","The phrase "", por supuesto, peor crisis. Y si esto no es crisis, igualmente nos va"" appears verbatim, but like case 36 this entire page (heading ""Sesión ordinaria"", 26 de marzo de 2009) is a continuous monologue with no ""Sr./Sra."" speaker labels anywhere, so the governing label must be on an earlier page.","label printed on Pág. 50, the page before; parser right"
38,2009-04-15_r04,2009-04-15_r04_ORDINARIA.pdf,44,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Lores. Queda anotado también para exponer luego el,"Phrase opens the speaker's turn directly after the label. The printed labels on this page (""Sr. Presidente."" and ""Sr. Lores."") show noticeably wider letter-spacing than on other pages, e.g. rendered with extra space between letters -- possibly a justification/font artifact of this particular page rather than a genuine broken word.",
39,2009-05-13_r05,2009-05-13_r05_ORDINARIA.pdf,25,Sr. Presidente,Sr. Presidente.,yes,yes,same-paragraph,none,high,"En consideración, el proyecto de declaración que fue enunciado casi textualmente por el senador","Phrase opens the speaker's turn directly after the label. This label is printed as ""Sr. Presidente.—En consideración..."" with no space between the dash and the following word, unlike most other pages in the corpus which print a space after the em dash.",
40,2009-10-28_r15,2009-10-28_r15_ORDINARIA.pdf,7,Sr. Morales,Sr. Morales.,yes,yes,same-paragraph,none,high,"Se trata de una cuestión de privilegio contra el ministro Randazzo, que ni siquiera","Phrase opens the speaker's turn directly after the label. This page uses a shorter dash/hyphen style than usual: the preceding presidential line reads ""Sr. Presidente (Pampuro). - ¿En qué consiste su planteo, senador Morales?"" with a plain hyphen ""-"" instead of the usual em dash ""—"", and Morales's own label uses an en dash: ""Sr. Morales. – Se trata de..."".",
41,2010-04-14_r06,2010-04-14_r06_ORDINARIA.pdf,133,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,"Señor presidente: sólo para aclarar, debo decir que no era sobre la interpretación de",Label and quote both appear together; ordinary paragraph opening.,
42,2010-05-19_r09,2010-05-19_r09_ORDINARIA.pdf,49,Sra. Iturrez de Cappellini,Sra. Iturrez de Cappellini.,yes,yes,same-paragraph,none,high,"Señor presidente: seré breve. Fundamentalmente, quiero dar la bienvenida a estos talentosos hermanos santiagueños","Preceded immediately by ""Sr. Presidente (Pampuro). – Tiene la palabra la señora senadora por Santiago del Estero, Iturrez de Cappellini"" on the same page, then her own label starts the quoted paragraph.",
43,2010-09-29_r18,2010-09-29_r18_ORDINARIA.pdf,9,Sr. Pichetto,Sr. Pichetto.,yes,yes,same-paragraph,none,high,"Señor presidente: en la línea de las amenazas, por supuesto que nos solidarizamos con",Label and quote both appear together; ordinary paragraph opening.,
44,2010-09-29_r18,2010-09-29_r18_ORDINARIA.pdf,154,Sr. Cimadevilla,Sr. Cimadevilla.,yes,yes,same-paragraph,none,high,"Con lo que sigue termino, señor presidente, para distinguir entre dominio y jurisdicción. Una",Label is the very first line of the page; quote begins immediately after it.,
45,2010-10-13_r19,2010-10-13_r19_ORDINARIA.pdf,96,Sr. Verna,Sr. Verna.,yes,yes,same-paragraph,none,high,"El senador Giustiniani habla como presidente de bloque. De acuerdo con el Reglamento, habiendo",Label and quote both appear together; ordinary paragraph opening.,
46,2011-05-04_r05,2011-05-04_r05_ORDINARIA.pdf,20,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,yes,same-paragraph,none,high,"Corresponde considerar el dictamen de las comisiones de Agricultura, Ganadería y Pesca; de Economías","Label and quote both appear together; this is the secretary reading the item into the record,  not a senator.",
47,2011-05-11_r06,2011-05-11_r06_INFORMATIVA_ESPECIAL.pdf,8,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.,yes,yes,same-paragraph,none,high,"Sí, señor presidente; una sola pregunta al señor jefe de Gabinete de Ministros. Tiene",Label and quote both appear together; ordinary paragraph opening.,
48,2011-06-29_r08,2011-06-29_r08_ORDINARIA.pdf,74,Sr. Mayans,Sr. Mayans.,yes,yes,same-paragraph,none,high,Señor presidente: nuestro bloque solicita que el proyecto pase a la Comisión de Asuntos,Label and quote both appear together; ordinary paragraph opening.,
49,2011-12-10_r00,2011-12-10_r00_ASAMBLEA.pdf,18,Sra. Presidenta de la Nación Argentina,[no label printed on this page],no,yes,not-on-this-page,none,medium,Quiero dar las gracias a los millones de argentinos que confiaron en este proyecto,"The quoted phrase opens the page mid-speech (page begins ""popular y democrático..."" continuing the previous page's sentence). No speaker label appears anywhere on this page; the whole page is one continuous unlabeled speech ending in applause, then ""Son las 13 y 22"" and a signature block reading ""JORGE A. BRAVO / DIRECTOR GENERAL DE TAQUÍGRAFOS"" (a document-level signature, not a paragraph-internal apparatus). Context (Asamblea Legislativa, 10 de diciembre de 2011, closing remarks thanking ""los millones de argentinos"") strongly suggests the President delivering her inaugural address, but no name is printed on this page itself, so I am not recording one.","label printed on Pág. 17, the page before; parser right"
50,2011-12-22_r17,2011-12-22_r17_EXTRAORDINARIA.pdf,13,Sr. Sanz,Sr. Sanz.,yes,partial,same-paragraph,none,high,Señora presidenta: aún cuando sea posible compartir algunos aspectos del diagnóstico que se ha,"Label and quote appear together, but the page prints ""Señora presidente:"" while the batch's quoted phrase reads ""Señora presidenta:"" – a wording difference unrelated to the speaker identity.",
51,2012-05-09_r05,2012-05-09_r05_ORDINARIA.pdf,94,Sr. Sanz,Sr. Sanz.,yes,yes,same-paragraph,none,high,Señor presidente: como ex alumno de la Facultad de Ciencias Jurídicas de la Universidad,Label and quote both appear together; ordinary paragraph opening.,
52,2012-05-16_r06,2012-05-16_r06_ORDINARIA.pdf,40,Sra. Estenssoro,[phrase not found on this page],no,no,not-on-this-page,none,low,Creo que acá se ha señalado algo que me parece fundamental: que este es,"The quoted phrase ""Creo que acá se ha señalado algo que me parece fundamental: que este es"" does not appear anywhere on this page. The page (16 de mayo de 2012, Pág. 40) covers an unrelated exchange among Sra. Estenssoro, Sr. Barrionuevo, Sr. Romero and Sra. Presidenta (Rojkés de Alperovich) about electoral reform; none of its paragraphs contain this wording. Flagging as a probable page/case mismatch rather than guessing a speaker.","reader error: the phrase is on the page, third label down (Sra. Estenssoro); parser right"
53,2012-05-16_r06,2012-05-16_r06_ORDINARIA.pdf,79,Sra. Presidenta (Rojes de Alperovich),Sra. Presidenta (Rojes de Alperovich).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","The page misspells the surname as ""Rojes de Alperovich"" here (elsewhere on the same page it is correctly ""Rojkés de Alperovich""); copied exactly as printed.",
54,2012-10-03_r16,2012-10-03_r16_ORDINARIA.pdf,32,Sr. Giustiniani,Sr. Giustiniani.,yes,yes,same-paragraph,none,high,Señor presidente: quiero informar el sentido del voto del interbloque FAP. Queremos adelantar nuestro,Label and quote both appear together; ordinary paragraph opening.,
55,2012-11-28_r21,2012-11-28_r21_ORDINARIA.pdf,13,Sr. Guinle,Sr. Guinle.,yes,yes,same-paragraph,none,high,En realidad el requerimiento fue transferido. Obviamente no es la Comisión de Acuerdos la,Label and quote both appear together; ordinary paragraph opening.,
56,2013-02-21_r24,2013-02-21_r24_EXTRAORDINARIA.pdf,100,Sr. Morales,Sr. Morales.,yes,yes,same-paragraph,none,high,Señor presidente: acabo de escuchar al señor senador preopinante sobre el pobre debate que,Label and quote both appear together; ordinary paragraph opening.,
57,2013-05-22_r08,2013-05-22_r08_ORDINARIA.pdf,109,Sr. Fernández,Sr. Fernández.,yes,yes,same-paragraph,none,high,"Senador Sanz, ojalá sea así entonces. Me alegra. Igualmente, no voy a dejar de","Label is the very first line of the page (page opens mid-exchange with ""Sr. Fernández.- Senador Sanz, ojalá sea así entonces...""); quote begins immediately after the label.",
58,2013-07-03_r12,2013-07-03_r12_ORDINARIA.pdf,13,Sr. Cano,Sr. Cano.,yes,yes,same-paragraph,none,high,Adelanto el apoyo de la Unión Cívica Radical al proyecto que vamos a votar.,Label and quote both appear together; ordinary paragraph opening.,
59,2013-11-13_r17,2013-11-13_r17_ORDINARIA.pdf,80,Sra. Bongiorno,Sra. Bongiorno.,yes,yes,same-paragraph,none,high,Señora presidenta: quiero hacer una breve referencia. En el 2010 –y como dice el,Label and quote both appear together; ordinary paragraph opening.,
60,2013-12-04_r20,2013-12-04_r20_ORDINARIA.pdf,40,Sr. Filmus,Sr. Filmus.,yes,yes,same-paragraph,none,high,Señora presidenta: quería señalar que hay número suficiente para tratar el acuerdo. Es posible,"Label and quote both appear together; a footer line ""Dirección General de Taquígrafos"" runs below a horizontal rule at the bottom of the page but is outside any paragraph body.",
61,2014-03-12_r03,2014-03-12_r03_INFORMATIVA_ESPECIAL.pdf,36,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.-,yes,yes,same-paragraph,none,high,"Este es un tema muy importante. Es decir, cuando hablamos del narcotráfico, independientemente de",,
62,2014-04-30_r06,2014-04-30_r06_ORDINARIA.pdf,63,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,Le agradezco y obviamente vamos a hacer inserciones Tiene la palabra la señora senadora,"Quote spans two lines of the same Presidente turn: ""Sr. Presidente. – Le agradezco y obviamente vamos a hacer inserciones"" then an unlabeled next line ""Tiene la palabra la señora senadora Negre de Alonso.""; both belong to the Presidente, who is addressing the next speaker by name.",
63,2014-10-22_r17,2014-10-22_r17_INFORMATIVA_ESPECIAL.pdf,13,Sr. Jefe de Gabinete de Ministros,,no,yes,not-on-this-page,none,medium,en septiembre de 2014 aumentó considerablemente el monto negociado con las formas de negociación,"Quoted phrase is the very first line on the page, with no speaker label anywhere above it on this page; the speech clearly continues from the previous page.","label printed on Pág. 3, ten pages earlier in one report; middle page checked by hand, no label in between; parser right"
64,2014-12-10_r21,2014-12-10_r21_ORDINARIA.pdf,130,Sr. Presidente (Zamora),Sr. Presidente (Zamora).-,yes,yes,same-paragraph,none,high,Quedan autorizadas las inserciones por Secretaría. Se va a votar en general y en,"Quote spans ""Sr. Presidente (Zamora).- Quedan autorizadas las inserciones por Secretaría."" and the following unlabeled line ""Se va a votar en general y en particular"" which continues the same speaker's turn.",
65,2014-12-17_r22,2014-12-17_r22_ORDINARIA.pdf,18,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,"Entonces, se va a votar la habilitación del tratamiento sobre tablas propuesto por la",,
66,2015-02-27_r01,2015-02-27_r01_PREPARATORIA.pdf,7,Sr. Giustiniani,Sr. Giustiniani.-,yes,yes,same-paragraph,none,high,"Señor presidente: en el mismo sentido, quiero plantear una cuestión de privilegio. Vengo en",,
67,2015-03-11_r02,2015-03-11_r02_ORDINARIA.pdf,11,Sra. Morandini,Sra. Morandini.-,yes,yes,same-paragraph,none,high,"Señor presidente: simplemente, quiero hacer una reflexión con relación a nuestro país. Somos deudores",,
68,2015-05-27_r04,2015-05-27_r04_ORDINARIA.pdf,39,Sr. Martínez,,no,yes,not-on-this-page,none,medium,"la causa, nosotros no vamos a acompañar sus pliegos. En el caso concreto de",Quoted phrase is the first line on the page with no label above it on this page; continues from previous page (later in the page a new speaker turn begins with Sr. Presidente.- and Sr. Morales.-).,"label printed on Pág. 38, the page before; parser right"
69,2015-10-28_r10,2015-10-28_r10_ORDINARIA.pdf,34,Sra. Morandini,,no,yes,not-on-this-page,none,medium,"que todavía sobreviva el oscurantismo que es incompatible con un sistema democrático. Gracias, señor","Quoted phrase is the first line on the page, followed by ""Gracias, señor presidente."" and then a new speaker label ""Sr. Presidente (Zamora).- Senadora Odarda: tiene el uso de la palabra."" The speaker of the quoted phrase is not named on this page; it is the tail end of a speech that began earlier, apparently just before Senadora Odarda is given the floor.",label printed on Pág. 31; parser right
70,2015-10-28_r10,2015-10-28_r10_ORDINARIA.pdf,77,Sr. Presidente,Sr. Presidente.-,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Catalán Magni para tratar ambos proyectos en forma,,
71,2016-03-30_r03,2016-03-30_r03_ESPECIAL.pdf,137,Sr. Fuentes,Sr. Fuentes.-,yes,yes,same-paragraph,none,high,…De la primera propuesta de cancelación de deuda que por orden del presidente Néstor,"The quote begins with an ellipsis ""…"" immediately after the speaker label (""Sr. Fuentes.-  …De la primera propuesta…""), marking resumption of a speech that was interrupted mid-sentence by the Presidenta's aside (""Sra. Presidente.- Senador: va a tener que ir redondeando.""). Not a defect, but the ellipsis is glued to the start of the resumed quote.",
72,2016-05-18_r05,2016-05-18_r05_ESPECIAL.pdf,34,Sr. Presidente (Pinedo),Sr. Presidente (Pinedo).-,yes,yes,same-paragraph,none,high,"Hay una moción para cerrar la lista de oradores. Si se identifican, tenemos quórum.",,
73,2016-06-15_r09,2016-06-15_r09_ESPECIAL.pdf,40,Sra. Crexell,,no,yes,not-on-this-page,none,medium,"sostener la gobernabilidad, no obstante, quiero también destacar que, cuando se habla de institucionalidad","Quoted phrase is the first line on the page, no label above it on this page. Shortly after, ""Sr. Presidente (Pinedo).- Le están pidiendo una interrupción... Continúe, por favor."" is followed by ""Sra. Crexell.- Decía que..."" resuming her speech, suggesting the unlabeled opening phrase likely also belongs to Sra. Crexell, but her name is not printed for that specific line on this page.","label printed on Pág. 39, the page before; parser right"
74,2016-11-23_r19,2016-11-23_r19_ORDINARIA.pdf,79,Sra. Elías de Perez,Sra. Elías de Perez.-,yes,yes,same-paragraph,none,high,"Y que, por lo tanto, va a ser una realidad, máxime en un año",,
75,2016-12-21_r22,2016-12-21_r22_EXTRAORDINARIA.pdf,3,Sra. Presidente,Sra. Presidente.-,yes,yes,same-paragraph,none,high,"De conformidad con lo dispuesto por el artículo 187 del Reglamento, la Presidencia informa",,
76,2017-06-28_r08,2017-06-28_r08_INFORMATIVA_ESPECIAL.pdf,47,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.-,yes,yes,same-paragraph,none,high,"Muy bien. Muchas gracias, presidenta. Senadora Negre de Alonso: para empezar, más allá de","Quote spans two short paragraphs of the same speaker's turn: ""Muy bien. Muchas gracias, presidenta."" followed by an unlabeled paragraph beginning ""Senadora Negre de Alonso: para empezar, más allá de..."" which continues the same speech, addressing the senator by name.",
77,2017-11-29_r18,2017-11-29_r18_ORDINARIA.pdf,51,Sra. Rodríguez Machado,Sra. Rodríguez Machado.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. Para agregar algunos puntos que tienen que ver con datos más específicos",,
78,2017-11-29_r18,2017-11-29_r18_ORDINARIA.pdf,68,Sra. Odarda,Sra. Odarda.-,yes,yes,same-paragraph,none,high,"Bien. Pero sí, señor presidente, déjeme decir que vivimos en una Argentina que todavía","Quote spans ""Sra. Odarda.- Bien."" and the following paragraph ""Pero sí, señor presidente, déjeme decir que vivimos en una Argentina que todavía..."" both part of the same speaker's turn.",
79,2017-12-27_r19,2017-12-27_r19_EXTRAORDINARIA.pdf,94,Sr. Fuentes,Sr. Fuentes.-,yes,yes,same-paragraph,none,high,"Presidenta: para cerrar las exposiciones del Frente para la Victoria-PJ, va a hacer uso",,
80,2017-12-27_r19,2017-12-27_r19_EXTRAORDINARIA.pdf,108,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,high,Señora presidente: cuando se produjo el debate de la ley previsional donde fueron invitados,,
