case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes,checked_by_hand_afterwards
23,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,9,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,(Aplausos.),high,Miles de jóvenes en nuestro país están sufriendo la adicción a las drogas. Las,"Same uninterrupted presidential address; several ""(Aplausos.)"" interjections occur between the opening label and the quoted sentence (on printed page 7), but no new bold label appears anywhere in between.",
24,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,11,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,"(Aplausos.), (Aplausos en las bancas y en las galerías.)",high,Una economía competitiva como la que nos estamos proponiendo conseguir necesita un marco de,"Same uninterrupted presidential address running to printed page 9; multiple applause stage directions occur between the label and the quote, none of them a new label.",
25,2000-03-01_r00,2000-03-01_r00_ASAMBLEA.pdf,12,Sr. PRESIDENTE DE LA NACIÓN,Sr. PRESIDENTE DE LA NACIÓN.-,yes,yes,previous-page,(Aplausos en las bancas y en las galerías.),high,Muchas gracias por su actitud positiva y patriótica frente a la crisis por que,"Same uninterrupted presidential address running to printed page 10; the quoted sentence is the closing thanks of the speech, still under the same original label with no intervening new label.",
26,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Pido a los señores presidentes de bloque que procuren la mayor asistencia posible de,"Opening line of the session, label directly precedes the quote.",
27,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,medium,Pido la palabra.,"""Pido la palabra."" is printed three times on this page (Rodríguez Saá, then Losada, then Rodríguez Saá again); this is the first occurrence, immediately after the Presidente's opening remarks.",
28,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Para una manifestación en minoría tiene la palabra el señor senador Rodríguez Saá.,none,
29,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,yes,same-paragraph,none,high,"Así se hará, señor senador.","This instance is printed with a space and double dash (""). --"") instead of the "".-"" used elsewhere on the page for the same speaker; reported exactly as it appears.",
30,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Losada,Sr. Losada.-,yes,yes,same-paragraph,none,medium,Pido la palabra.,"""Pido la palabra."" is printed three times on this page; this is the second occurrence, following the stage directions ""Se continúa llamando."" / ""Luego de unos minutos:"".",
31,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Para una manifestación en minoría tiene la palabra el señor senador Losada.,none,
32,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Puedo informar de manera extraoficial -porque me lo ha manifestado un empleado de la,none,
33,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,medium,Pido la palabra.,"""Pido la palabra."" is printed three times on this page; this is the third occurrence, right before the Presidencia grants Rodríguez Saá the floor and he asks about the dictamen.",
34,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,"No, señor senador, no hay dictamen impreso. Hay dictamen, pero no impreso. El dictamen","The paragraph continues unlabeled with figures about the dictamen (""El dictamen ingresó el 27 de septiembre...""), still governed by the same label.",
35,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,3,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,El bloque justicialista ha informado a la Secretaría que no va a concurrir a,"Preceded on the page by the stage direction ""- A las 18 y 44:"", which does not end the prior turn nor affect this one.",
36,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,4,Sr. Losada,Sr. Losada.-,yes,yes,same-paragraph,none,high,Le cedo la palabra al senador Rodríguez Saá.,"The page opens with an unlabeled continuation line (""Tiene la palabra el señor senador Losada."") carried over from the previous page's Presidente turn; the quoted words follow the new bold label ""Sr. Losada.-"".",
37,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,4,Sr. Rodríguez Saá,Sr. Rodríguez Saá.-,yes,yes,same-paragraph,none,high,Señor presidente: esto siempre se ha dicho en el recinto y ha provocado molestias,none,
38,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,5,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Ha concluido el tiempo previsto por la Presidencia para levantar la reunión. Para realizar,"The paragraph continues past the quoted words into ""Para realizar más manifestaciones en minoría tiene la palabra el señor senador Agúndez,"" still the same unbroken paragraph/label.",
39,2000-10-03_r54,2000-10-03_r54_ESPECIAL.pdf,5,Sr. Presidente (Genoud),Sr. Presidente (Genoud).-,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Sergnese.,none,
40,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,27,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Corresponde considerar el dictamen de la Comisión de Deportes en el proyecto de declaración,"Opens item 48, ""Campeonato Argentino de Básquetbol.""",
41,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,40,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"""Queda aprobada la comunicación. Se procederá en consecuencia."" is printed twice on this page (item 84 and item 85), both under the same speaker; this is the first occurrence, closing Orden del Día N° 573.",
42,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,40,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobada la comunicación. Se procederá en consecuencia.,"Second identical occurrence of ""Queda aprobada la comunicación. Se procederá en consecuencia."" on this page, closing Orden del Día N° 574; both instances are the same speaker so the ambiguity does not change the answer.",
43,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,52,Sr. Maya,Sr. Maya.—,yes,yes,same-paragraph,none,high,Señor presidente: también voy a adelantar mi voto negativo a esta modificación del Código,none,
44,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,54,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Queda aprobado el artículo 1 con la modificación propuesta.,none,
45,2001-07-18_r45,2001-07-18_r45_ORDINARIA.pdf,55,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,En consideración en general. La Presidencia va a llamar para formar quórum.,"Opens item 99, under Orden del Día N° 577.",
46,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","""En consideración en general. Si no se hace uso de la palabra, se va a votar."" is printed three times on this page (Órdenes del Día 961, 963, 964), all under the same speaker; this is the first occurrence.",
47,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va",Second identical occurrence of the phrase on this page (closing Orden del Día N° 963); all three occurrences share the same speaker so the ambiguity does not change the answer.,
48,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va",Third identical occurrence of the phrase on this page (Orden del Día N° 964); all three occurrences share the same speaker so the ambiguity does not change the answer.,
49,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,16,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"""Queda aprobada la declaración. Se procederá en consecuencia."" is printed twice on this page (item 17, Chagas, and item 18, Yacyretá), both under the same speaker; this is the first occurrence.",
50,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,16,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda aprobada la declaración. Se procederá en consecuencia.,"Second identical occurrence of the phrase on this page (item 18, Yacyretá); both occurrences share the same speaker so the ambiguity does not change the answer.",
51,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,20,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,Corresponde considerar el dictamen de la Comisión de Trabajo y Previsión Social en el,"The identical phrase is printed twice on this page (section 30 and section 31), both times opening a paragraph labeled ""Sr. Presidente (Menem).""; ambiguous which occurrence is intended but the label is the same either way. Taking this as the first (section 30) occurrence.",
52,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,20,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,Corresponde considerar el dictamen de la Comisión de Trabajo y Previsión Social en el,"Same as case 51 — the phrase is printed twice on this page (section 30 and section 31); ambiguous which occurrence is intended but both are labeled ""Sr. Presidente (Menem)."" Taking this as the second (section 31) occurrence.",
53,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,26,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,medium,Tiene la palabra el señor senador de la Rosa.,"The phrase appears twice on the page — once as an unlabeled indented continuation line under the ""Sr. Presidente (Losada)."" paragraph opening section 44, and once repeated verbatim as its own ""Sr. Presidente (Losada). — Tiene la palabra el señor senador de la Rosa."" line further down; ambiguous which is intended but both are governed by the same label.",
54,2001-11-07_r69,2001-11-07_r69_ORDINARIA.pdf,38,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Ulloa.,None.,
55,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,4,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Invito al señor senador por el Chaco don Horacio Aníbal Zalazar a izar la,None.,
56,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,7,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador por Entre Ríos.,None.,
57,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,11,Sr. Maya,Sr. Maya.,yes,yes,same-paragraph,none,high,Pido la palabra.,None.,
58,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,12,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda aprobada la preferencia.,None.,
59,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,Queda aprobada la declaración. Se procederá en consecuencia.,"The identical phrase is printed twice on this page (end of section 24 and end of section 25), both labeled ""Sr. Presidente (Menem).""; ambiguous which occurrence is intended but the label is the same. Taking this as the first (section 24) occurrence.",
60,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,15,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,Queda aprobada la declaración. Se procederá en consecuencia.,"Same as case 59 — phrase printed twice on this page (sections 24 and 25); ambiguous which is intended but both are labeled ""Sr. Presidente (Menem)."" Taking this as the second (section 25) occurrence.",
61,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,25,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,En consideración en particular. La Presidencia se permite sugerir si algún señor senador quiere,None.,
62,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,27,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,Señor presidente: compartimos la urgencia planteada por el señor senador por La Pampa. Nosotros,None.,
63,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,30,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Queda sancionado el proyecto de ley . Se comunicará a la Honorable Cámara de,"A superscript footnote marker (""1"") follows ""ley"" in the printed text, referencing an ""Ver el Apéndice."" footnote at the bottom of the page, but the footnote text itself is not inside the paragraph.",
64,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,30,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Se procederá en consecuencia.,"A superscript footnote marker (""1"") follows the quoted words, referencing an ""Ver el Apéndice."" footnote at the bottom of the page, but the footnote text itself is not inside the paragraph.",
65,2001-11-14_r71,2001-11-14_r71_ORDINARIA.pdf,32,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"Por implicar gastos el asunto en consideración, corresponde constituir la Cámara en comisión para",None.,
66,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,5,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,Los señores senadores recibieron oportunamente la lista de asuntos entrados desde la última sesión.,None.,
67,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,26,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,medium,Queda aprobada la declaración por unanimidad. Se procederá en consecuencia.,"The identical phrase is printed twice on this page (end of section 12 and end of section 13), both labeled ""Sr. Presidente (Losada).""; ambiguous which occurrence is intended but the label is the same. Taking this as the first (section 12) occurrence.",
68,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,26,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,medium,Queda aprobada la declaración por unanimidad. Se procederá en consecuencia.,"Same as case 67 — phrase printed twice on this page (sections 12 and 13); ambiguous which is intended but both are labeled ""Sr. Presidente (Losada)."" Taking this as the second (section 13) occurrence.",
69,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,39,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador por Chubut.,None.,
70,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,43,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,"En consideración en general. Si no se hace uso de la palabra, se va","This exact wording (""En consideración en general. Si no se hace uso de la palabra, se va..."") matches only the section-49 paragraph; a similar but non-matching ""En consideración en general."" also opens section 50 with different continuation text.",
71,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,43,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador por Entre Ríos.,None.,
72,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,50,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,En consideración la moción de tratamiento sobre tablas formulada por el señor senador por,"The identical phrase (up to ""por"") is printed twice on this page — once continuing ""...por Santa Cruz"" (section 64) and once ""...por San Juan"" (section 65) — both labeled ""Sr. Presidente (Menem).""; ambiguous which occurrence is intended but the label is the same. Taking this as the first (Santa Cruz/section 64) occurrence.",
73,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,50,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,En consideración la moción de tratamiento sobre tablas formulada por el señor senador por,"Same as case 72 — phrase printed twice on this page (Santa Cruz/section 64 and San Juan/section 65); ambiguous which is intended but both are labeled ""Sr. Presidente (Menem)."" Taking this as the second (San Juan/section 65) occurrence.",
74,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,50,Sr. Carbonell,Sr. Carbonell.,yes,yes,same-paragraph,none,high,Pido la palabra.,None.,
75,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,54,Sr. Altuna,Sr. Altuna.,yes,yes,same-paragraph,none,high,"Entonces, propongo que se insista en la sanción de la ley para que se",None.,
76,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,56,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,high,Corresponde considerar si se trata sobre tablas el dictamen de las comisiones de Educación,"Opens item 76 ""Mesa redonda ""Diversidad cultural y escuela"""".",
77,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,56,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,Corresponde considerar si se trata sobre tablas el dictamen de la Comisión de Cultura,"ambiguous — the identical phrase ""Corresponde considerar si se trata sobre tablas el dictamen de la Comisión de Cultura"" is printed twice on this page, opening item 77 and again opening item 78; both are under the same label Sr. Presidente (Menem), so the speaker is unaffected. I attributed this to item 77's occurrence.",
78,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,56,Sr. Presidente (Menem),Sr. Presidente (Menem).,yes,yes,same-paragraph,none,medium,Corresponde considerar si se trata sobre tablas el dictamen de la Comisión de Cultura,ambiguous — same phrase as case 77 is printed twice on the page (opening items 77 and 78); both under Sr. Presidente (Menem). I attributed this to item 78's occurrence.,
79,2001-11-28_r73,2001-11-28_r73_ORDINARIA.pdf,61,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,yes,same-paragraph,none,high,"Tiene razón, señor senador.",Response to Sr. Verna's point about constituting the Chamber in committee.,
80,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,2,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,La Presidencia solicita a los señores asistentes de los bloques que se comuniquen con,none,
81,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,2,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,La Presidencia reitera a los señores presidentes de bloque si pueden pedir a los,none,
82,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,10,Sra. Avelín,Sra. Avelín.,yes,yes,same-paragraph,none,high,"No, señor presidente.",none,
83,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,10,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,El senador Baglini sí hará uso de la palabra. Tiene la palabra el señor,none,
84,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,11,Sr. Baglini,Sr. Baglini.,yes,yes,same-paragraph,none,high,Son cuatro nada más. En las respuestas a que me he referido se destaca,"Quote opens a new paragraph but is governed by the ""Sr. Baglini."" label printed at the top of the same paragraph on page 11 (continuation of his turn from page 10).",
85,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,12,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,"Inmediatamente, señor presidente.",none,
86,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,12,Sr. Gioja,Sr. Gioja.,yes,yes,same-paragraph,none,high,¡No!,none,
87,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,12,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,"Senador Gioja, se trata de una facultad del jefe de Gabinete, y él ha",none,
88,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,14,Sra. Bar,Sra. Bar.,yes,yes,same-paragraph,none,high,Señor jefe de Gabinete de Ministros: le haré dos preguntas muy breves. Una se,none,
89,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,15,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,yes,same-paragraph,none,high,"Gracias, señora senadora. Tiene la palabra el señor jefe de Gabinete de Ministros.",none,
90,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,16,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,yes,same-paragraph,none,high,Tiene la palabra el señor senador Chiappe.,none,
91,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,16,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.,yes,yes,same-paragraph,none,high,Señor presidente: Con respecto al pago de las obligaciones impositivas y previsionales con bonos,none,
92,2002-04-11_r05,2002-04-11_r05_ESPECIAL.pdf,18,Sr. Jefe de Gabinete Ministros,Sr. Jefe de Gabinete Ministros.,yes,yes,same-paragraph,none,high,"Respecto del plazo de las preguntas, esperamos cumplir satisfactoriamente en diez días; y en","As printed on this page the bold label omits ""de"" before ""Ministros"" (unlike the neighboring paragraphs on the same page, which read the same way for both his turns here).",
